location,title,subtitle,year_km_fuel,price,detail_url
Dusseldorp Den Haag,BMW 3 Serie,Touring 330e M-Sport Pro,2025 | 16999 km | Hybrid,€ 59.900,https://www.dusseldorpbmw.nl/aanbod/bmw-3-serie-company-car-touring-330e-m-sport-pro-42650516
Dusseldorp Oostzaan,BMW X3,30e xDrive M Sport Pro,2025 | 4094 km | Hybrid,€ 77.950,https://www.dusseldorpbmw.nl/aanbod/bmw-x3-company-car-30e-xdrive-m-sport-pro-42668073
Dusseldorp Oostzaan,BMW i5,Touring eDrive40 M Sport Edition,2025 | 11000 km | Elektrisch,€ 66.950,https://www.dusseldorpbmw.nl/aanbod/bmw-i5-company-car-touring-edrive40-m-sport-edition-42668197
Dusseldorp Oostzaan,BMW iX3,High Executive 80 kWh,2025 | 9200 km | Elektrisch,€ 61.450,https://www.dusseldorpbmw.nl/aanbod/bmw-ix3-company-car-high-executive-80-kwh-42668219
Dusseldorp Oostzaan,BMW i4,eDrive40 M Sport Pro,2025 | 8718 km | Elektrisch,€ 59.950,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-occasion-edrive40-m-sport-pro-42669190
Dusseldorp Oostzaan,BMW iX3,Executive,2025 | 13226 km | Elektrisch,€ 57.950,https://www.dusseldorpbmw.nl/aanbod/bmw-ix3-company-car-executive-42669344
Dusseldorp Oostzaan,BMW 3 Serie,Touring 330e M Sport Pro,2025 | 14000 km | Hybrid,€ 60.250,https://www.dusseldorpbmw.nl/aanbod/bmw-3-serie-company-car-touring-330e-m-sport-pro-42669369
Dusseldorp Oostzaan,BMW 2 Serie,Gran Coupé 218i M Sport Pro,2025 | 5571 km | Benzine,€ 42.450,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-occasion-gran-coupe-218i-m-sport-pro-42669431
Dusseldorp Oostzaan,BMW iX1,eDrive20 M Sport Pro,2025 | 4571 km | Elektrisch,€ 48.950,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-company-car-edrive20-m-sport-pro-42669474
Dusseldorp Oostzaan,BMW iX1,eDrive20 M Sport Pro,2025 | 3521 km | Elektrisch,€ 48.950,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-company-car-edrive20-m-sport-pro-42669521
Dusseldorp Apeldoorn,BMW 2 Serie,220 Gran Coupé,2025 | 10 km | Benzine,€ 59.340,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-nieuw-220-gran-coupe-42706863
Dusseldorp Alkmaar,BMW i5,eDrive40 M Sport Edition 84 kWh,2025 | 10 km | Elektrisch,€ 85.621,https://www.dusseldorpbmw.nl/aanbod/bmw-i5-nieuw-edrive40-m-sport-edition-84-kwh-42753577
Dusseldorp Oostzaan,BMW 5 Serie,Touring 530e M Sport Edition,2025 | 18510 km | Hybrid,€ 69.950,https://www.dusseldorpbmw.nl/aanbod/bmw-5-serie-company-car-touring-530e-m-sport-edition-42759518
Dusseldorp Wateringen,BMW X1,xDrive30e M Sport Pro,2024 | 26243 km | Hybrid,€ 56.950,https://www.dusseldorpbmw.nl/aanbod/bmw-x1-occasion-xdrive30e-m-sport-pro-42761692
Dusseldorp Alkmaar,BMW 7 Serie,M760e xDrive,2024 | 6277 km | Hybrid,€ 128.950,https://www.dusseldorpbmw.nl/aanbod/bmw-7-serie-occasion-m760e-xdrive-42768823
Dusseldorp Deventer,BMW 1 Serie,120 M-Sport,2024 | 4016 km | Benzine,€ 39.700,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-occasion-120-m-sport-42781467
Dusseldorp Hoorn,BMW iX3,High Executive Edition 80 kWh,2025 | 6500 km | Elektrisch,€ 61.950,https://www.dusseldorpbmw.nl/aanbod/bmw-ix3-company-car-high-executive-edition-80-kwh-42796412
Dusseldorp Den Haag,BMW 2 Serie,M235i xDrive Gran Coupé,2025 | 10 km | Benzine,€ 95.534,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-nieuw-m235i-xdrive-gran-coupe-42805964
Dusseldorp Brielle,BMW 2 Serie,Gran Coupé 218i,2025 | 4999 km | Benzine,€ 39.250,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-company-car-gran-coupe-218i-42829047
Dusseldorp Rotterdam Noord,BMW i5,Touring eDrive40 M Sport Pro,2025 | 10 km | Elektrisch,€ 98.887,https://www.dusseldorpbmw.nl/aanbod/bmw-i5-nieuw-touring-edrive40-m-sport-pro-42830151
Dusseldorp Rotterdam Noord,BMW i4,eDrive40 M Sport Pro,2025 | 10 km | Elektrisch,€ 80.832,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-nieuw-edrive40-m-sport-pro-42830168
Dusseldorp Schiedam,BMW iX1,xDrive30 Launch Edition,2024 | 22270 km | Elektrisch,€ 38.450,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-occasion-xdrive30-launch-edition-42857209
Dusseldorp Rotterdam Zuid,BMW M8,Coupé Competition,2025 | 5014 km | Benzine,€ 179.950,https://www.dusseldorpbmw.nl/aanbod/bmw-m8-occasion-coupe-competition-42883738
Dusseldorp Schiedam,BMW 5 Serie,Touring 530e Business Edition Plus,2024 | 29783 km | Hybrid,€ 57.950,https://www.dusseldorpbmw.nl/aanbod/bmw-5-serie-occasion-touring-530e-business-edition-plus-42947989
Dusseldorp Brielle,BMW iX1,eDrive20 M-Sport Pro Trekhaak,2025 | 2999 km | Elektrisch,€ 51.450,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-company-car-edrive20-m-sport-pro-trekhaak-43058781
Dusseldorp Den Haag,BMW i4,eDrive40 84 kWh,2025 | 10 km | Elektrisch,€ 81.533,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-nieuw-edrive40-84-kwh-43058975
Dusseldorp Rotterdam Noord,BMW 1 Serie,120 M Sport,2025 | 7500 km | Benzine,€ 51.331,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-120-m-sport-43060162
Dusseldorp Deventer,BMW 2 Serie,Gran Coupé 220 M Sport Design Edition,2025 | 12807 km | Benzine,€ 45.950,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-company-car-gran-coupe-220-m-sport-design-edition-43060938
Dusseldorp Oostzaan,BMW i4,eDrive35 M Sport Edition 70 kWh,2025 | 11000 km | Elektrisch,€ 57.950,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-occasion-edrive35-m-sport-edition-70-kwh-43088425
Dusseldorp Oostzaan,BMW iX1,eDrive20 67 kWh,2025 | 8150 km | Elektrisch,€ 48.450,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-company-car-edrive20-67-kwh-43088706
Dusseldorp Oostzaan,BMW 3 Serie,Touring 318i,2025 | 22450 km | Benzine,€ 49.950,https://www.dusseldorpbmw.nl/aanbod/bmw-3-serie-company-car-touring-318i-43096816
Dusseldorp Schiedam,BMW i4,eDrive35 M Sport Edition 70 kWh,2025 | 6999 km | Elektrisch,€ 56.950,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-company-car-edrive35-m-sport-edition-70-kwh-43130006
Dusseldorp Den Haag,BMW 1 Serie,120i M-Sport Pro,2025 | 16999 km | Benzine,€ 45.750,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-120i-m-sport-pro-43133392
Dusseldorp Den Haag,BMW iX1,eDrive20 67 kWh,2025 | 6999 km | Elektrisch,€ 44.900,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-company-car-edrive20-67-kwh-43140555
Dusseldorp Den Haag,BMW 3 Serie,Touring 318i M-Sport Pro,2025 | 12999 km | Benzine,€ 56.900,https://www.dusseldorpbmw.nl/aanbod/bmw-3-serie-company-car-touring-318i-m-sport-pro-43153890
Dusseldorp Apeldoorn,BMW 3 Serie,318i High Executive - M Sport - 19 inch,2022 | 79098 km | Benzine,€ 31.450,https://www.dusseldorpbmw.nl/aanbod/bmw-3-serie-occasion-318i-high-executive---m-sport---19-inch-43157958
Dusseldorp Wateringen,BMW X1,xDrive25e,2025 | 6999 km | Hybrid,€ 51.950,https://www.dusseldorpbmw.nl/aanbod/bmw-x1-company-car-xdrive25e-43166007
Dusseldorp Hoorn,BMW 2 Serie,Gran Coupé 220,2025 | 9500 km | Benzine,€ 48.950,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-company-car-gran-coupe-220-43177030
Dusseldorp Deventer,BMW X7,xDrive40i,2024 | 21101 km | Benzine,€ 124.950,https://www.dusseldorpbmw.nl/aanbod/bmw-x7-occasion-xdrive40i-43186269
Dusseldorp Wateringen,BMW 3 Serie,320e M Sport,2025 | 19999 km | Hybrid,€ 53.950,https://www.dusseldorpbmw.nl/aanbod/bmw-3-serie-company-car-320e-m-sport-43186408
Dusseldorp Deventer,BMW iX,M60 High Executive 112 kWh,2025 | 22496 km | Elektrisch,€ 99.950,https://www.dusseldorpbmw.nl/aanbod/bmw-ix-company-car-m60-high-executive-112-kwh-43196387
Dusseldorp Den Haag,BMW 7 Serie,750e xDrive M-Sport Pro,2025 | 16999 km | Hybrid,€ 124.900,https://www.dusseldorpbmw.nl/aanbod/bmw-7-serie-company-car-750e-xdrive-m-sport-pro-43208895
Dusseldorp Den Haag,BMW i4,eDrive40 84 kWh,2025 | 10 km | Elektrisch,€ 74.732,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-nieuw-edrive40-84-kwh-43210162
Dusseldorp Apeldoorn,BMW 4 Serie,Cabrio 420i,2025 | 7735 km | Benzine,€ 77.450,https://www.dusseldorpbmw.nl/aanbod/bmw-4-serie-occasion-cabrio-420i-43212549
Dusseldorp Alkmaar,BMW 3 Serie,Touring 330e M Sport Pro,2025 | 12659 km | Hybrid,€ 61.950,https://www.dusseldorpbmw.nl/aanbod/bmw-3-serie-company-car-touring-330e-m-sport-pro-43260264
Dusseldorp Alkmaar,BMW i7,eDrive50 106 kWh M Sport,2025 | 16541 km | Elektrisch,€ 99.950,https://www.dusseldorpbmw.nl/aanbod/bmw-i7-company-car-edrive50-106-kwh-m-sport-43268651
Dusseldorp Den Haag,BMW i4,eDrive40 84 kWh,2025 | 10 km | Elektrisch,€ 80.832,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-nieuw-edrive40-84-kwh-43270745
Dusseldorp Den Haag,BMW 2 Serie,Gran Coupé M-Sport,2025 | 6999 km | Benzine,€ 47.900,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-company-car-gran-coupe-m-sport-43285793
Dusseldorp Den Haag,BMW 1 Serie,120,2025 | 6999 km | Benzine,€ 42.900,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-120-43286351
Dusseldorp Den Haag,BMW 1 Serie,120,2025 | 6999 km | Benzine,€ 42.450,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-120-43286638
Dusseldorp Oostzaan,BMW 1 Serie,120,2025 | 10 km | Benzine,€ 49.644,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-nieuw-120-43286952
Dusseldorp Apeldoorn,BMW 5 Serie,520i Touring M Sport Pro - Trekhaak,2025 | 6999 km | Benzine,€ 89.419,https://www.dusseldorpbmw.nl/aanbod/bmw-5-serie-company-car-520i-touring-m-sport-pro---trekhaak-43294749
Dusseldorp Alkmaar,BMW 1 Serie,120 M Sport,2025 | 7961 km | Benzine,€ 41.950,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-120-m-sport-43310165
Dusseldorp Oostzaan,BMW 3 Serie,Touring 330e,2025 | 14300 km | Hybrid,€ 59.950,https://www.dusseldorpbmw.nl/aanbod/bmw-3-serie-company-car-touring-330e-43311347
Dusseldorp Alkmaar,BMW X6M,Competition,2025 | 10 km | Benzine,€ 274.087,https://www.dusseldorpbmw.nl/aanbod/bmw-x6m-nieuw-competition-43314057
Dusseldorp Schiedam,BMW M4,Competition M xDrive Cabrio,2025 | 10 km | Benzine,€ 180.346,https://www.dusseldorpbmw.nl/aanbod/bmw-m4-nieuw-competition-m-xdrive-cabrio-43317426
Dusseldorp Schiedam,BMW 2 Serie,Active Tourer 225e xDrive,2025 | 6999 km | Hybrid,€ 53.950,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-company-car-active-tourer-225e-xdrive-43317944
Dusseldorp Den Haag,BMW i4,eDrive35 70 kWh,2025 | 10 km | Elektrisch,€ 71.325,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-nieuw-edrive35-70-kwh-43319437
Dusseldorp Den Haag,BMW i4,eDrive35 70 kWh,2025 | 10 km | Elektrisch,€ 75.878,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-nieuw-edrive35-70-kwh-43319467
Dusseldorp Schiedam,BMW iX1,eDrive20 67 kWh,2025 | 6999 km | Elektrisch,€ 51.950,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-company-car-edrive20-67-kwh-43328401
Dusseldorp Schiedam,BMW iX1,eDrive20 67 kWh,2025 | 10 km | Elektrisch,€ 62.044,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-nieuw-edrive20-67-kwh-43328632
Dusseldorp Schiedam,BMW iX1,eDrive20 67 kWh,2025 | 10 km | Elektrisch,€ 62.889,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-nieuw-edrive20-67-kwh-43329035
Dusseldorp Alkmaar,BMW 1 Serie,120 M Sport,2025 | 5341 km | Benzine,€ 50.144,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-120-m-sport-43329499
Dusseldorp Schiedam,BMW i4,eDrive35 M Sport Edition 70 kWh,2025 | 9999 km | Elektrisch,€ 59.950,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-company-car-edrive35-m-sport-edition-70-kwh-43329730
Dusseldorp Oostzaan,BMW iX1,eDrive20 67 kWh,2025 | 10 km | Elektrisch,€ 63.844,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-nieuw-edrive20-67-kwh-43330155
Dusseldorp Schiedam,BMW XM,PHEV 50e 30 kWh,2025 | 4999 km | Hybrid,€ 119.950,https://www.dusseldorpbmw.nl/aanbod/bmw-xm-company-car-phev-50e-30-kwh-43337706
Dusseldorp Deventer,BMW iX,xDrive M70 112 kWh,2025 | 5 km | Elektrisch,€ 149.219,https://www.dusseldorpbmw.nl/aanbod/bmw-ix-nieuw-xdrive-m70-112-kwh-43338738
Dusseldorp Deventer,BMW 2 Serie,220 Gran Coupé,2025 | 10 km | Benzine,€ 60.993,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-company-car-220-gran-coupe-43339685
Dusseldorp Apeldoorn,BMW iX3,High Executive Edition 80 kWh,2025 | 8532 km | Elektrisch,€ 61.950,https://www.dusseldorpbmw.nl/aanbod/bmw-ix3-company-car-high-executive-edition-80-kwh-43352256
Dusseldorp Brielle,BMW 3 Serie,330e eDrive Edition,2020 | 75689 km | Hybrid,€ 31.950,https://www.dusseldorpbmw.nl/aanbod/bmw-3-serie-occasion-330e-edrive-edition-43352478
Dusseldorp Schiedam,BMW 5 Serie,Touring 530e M Sport Edition,2025 | 11999 km | Hybrid,€ 68.950,https://www.dusseldorpbmw.nl/aanbod/bmw-5-serie-company-car-touring-530e-m-sport-edition-43353752
Dusseldorp Den Haag,BMW iX1,eDrive20 67 kWh,2025 | 10 km | Elektrisch,€ 54.181,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-nieuw-edrive20-67-kwh-43356830
Dusseldorp Rotterdam Noord,BMW 2 Serie,Active Tourer 223i M Sport,2022 | 33826 km | Benzine,€ 38.950,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-occasion-active-tourer-223i-m-sport-43360392
Dusseldorp Apeldoorn,BMW i4,eDrive40 M Sport - Trekhaak,2025 | 10 km | Elektrisch,€ 74.732,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-nieuw-edrive40-m-sport---trekhaak-43360411
Dusseldorp Apeldoorn,BMW 5 Serie,Touring 530e M Sport Edition,2025 | 10999 km | Hybrid,€ 69.950,https://www.dusseldorpbmw.nl/aanbod/bmw-5-serie-company-car-touring-530e-m-sport-edition-43360463
Dusseldorp Schiedam,BMW iX,xDrive45 101 kWh,2025 | 10 km | Elektrisch,€ 115.231,https://www.dusseldorpbmw.nl/aanbod/bmw-ix-nieuw-xdrive45-101-kwh-43361692
Dusseldorp Brielle,BMW iX,xDrive45 101 kWh,2025 | 10 km | Elektrisch,€ 117.935,https://www.dusseldorpbmw.nl/aanbod/bmw-ix-nieuw-xdrive45-101-kwh-43361882
Dusseldorp Brielle,BMW 4 Serie,430i xDrive Cabrio,2024 | 20327 km | Benzine,€ 64.750,https://www.dusseldorpbmw.nl/aanbod/bmw-4-serie-occasion-430i-xdrive-cabrio-43362777
Dusseldorp Schiedam,BMW 2 Serie,Active Tourer 225e xDrive,2025 | 6999 km | Hybrid,€ 53.950,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-company-car-active-tourer-225e-xdrive-43375913
Dusseldorp Schiedam,BMW i4,eDrive35 70 kWh,2025 | 10 km | Elektrisch,€ 66.051,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-nieuw-edrive35-70-kwh-43376241
Dusseldorp Schiedam,BMW i4,eDrive35 M Sport Edition 70 kWh,2025 | 9999 km | Elektrisch,€ 55.950,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-company-car-edrive35-m-sport-edition-70-kwh-43377595
Dusseldorp Schiedam,BMW i4,eDrive40 84 kWh,2025 | 10 km | Elektrisch,€ 71.676,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-nieuw-edrive40-84-kwh-43378245
Dusseldorp Rotterdam Zuid,BMW i4,eDrive35 M Sport Pro,2025 | 10000 km | Elektrisch,€ 57.950,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-company-car-edrive35-m-sport-pro-43388503
Dusseldorp Den Haag,BMW 2 Serie,225e xDrive Active Tourer,2025 | 6999 km | Hybrid,€ 53.900,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-company-car-225e-xdrive-active-tourer-43412133
Dusseldorp Den Haag,BMW 2 Serie,220 Gran Coupé,2025 | 6999 km | Benzine,€ 45.900,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-company-car-220-gran-coupe-43412139
Dusseldorp Den Haag,BMW 1 Serie,120,2025 | 6999 km | Benzine,€ 40.900,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-120-43412147
Dusseldorp Den Haag,BMW 1 Serie,120,2025 | 6999 km | Benzine,€ 43.900,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-120-43412155
Dusseldorp Den Haag,BMW 1 Serie,120 M Sport Design Edition,2025 | 6999 km | Benzine,€ 42.900,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-120-m-sport-design-edition-43424571
Dusseldorp Brielle,BMW 5 Serie,530e High Executive Luxury,2021 | 51337 km | Hybrid,€ 38.750,https://www.dusseldorpbmw.nl/aanbod/bmw-5-serie-occasion-530e-high-executive-luxury-43428967
Dusseldorp Alkmaar,BMW iX1,eDrive 20 67 kWh M Sport,2025 | 8999 km | Elektrisch,€ 48.750,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-company-car-edrive-20-67-kwh-m-sport-43446380
Dusseldorp Apeldoorn,BMW 2 Serie,Gran Coupé 218i High Executive - M Sport - Trekhaak,2022 | 48456 km | Benzine,€ 29.750,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-occasion-gran-coupe-218i-high-executive---m-sport---trekhaak-43447128
Dusseldorp Den Haag,BMW 2 Serie,220 Gran Coupé,2025 | 6999 km | Benzine,€ 45.900,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-company-car-220-gran-coupe-43459521
Dusseldorp Den Haag,BMW X3,20 xDrive,2025 | 10 km | Benzine,€ 92.469,https://www.dusseldorpbmw.nl/aanbod/bmw-x3-nieuw-20-xdrive-43459693
Dusseldorp Den Haag,BMW 3 Serie,Touring 330e M-Sport,2025 | 6999 km | Hybrid,€ 60.900,https://www.dusseldorpbmw.nl/aanbod/bmw-3-serie-company-car-touring-330e-m-sport-43461798
Dusseldorp Den Haag,BMW 1 Serie,120i M-Sport Pro,2025 | 6999 km | Benzine,€ 48.900,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-120i-m-sport-pro-43462080
Dusseldorp Den Haag,BMW 5 Serie,Touring 520i,2025 | 10 km | Benzine,€ 91.247,https://www.dusseldorpbmw.nl/aanbod/bmw-5-serie-nieuw-touring-520i-43475238
Dusseldorp Alkmaar,BMW X5,xDrive30d M Sport Pro,2024 | 11973 km | Diesel,€ 108.950,https://www.dusseldorpbmw.nl/aanbod/bmw-x5-occasion-xdrive30d-m-sport-pro-43478219
Dusseldorp Rotterdam Noord,BMW M3,Competition xDrive Touring,2025 | 10 km | Benzine,€ 189.665,https://www.dusseldorpbmw.nl/aanbod/bmw-m3-nieuw-competition-xdrive-touring-43479480
Dusseldorp Zwolle,BMW 5 Serie,520i Sedan High Exe M-Sport Aut.,2022 | 61157 km | Benzine,€ 39.950,https://www.dusseldorpbmw.nl/aanbod/bmw-5-serie-occasion-520i-sedan-high-exe-m-sport-aut-43504524
Dusseldorp Hoorn,BMW 5 Serie,M5 sedan,2019 | 115513 km | Benzine,€ 69.950,https://www.dusseldorpbmw.nl/aanbod/bmw-5-serie-occasion-m5-sedan-43506536
Dusseldorp Alkmaar,BMW 2 Serie,Gran Coupé 220 M Sport Pro,2025 | 8851 km | Benzine,€ 47.950,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-company-car-gran-coupe-220-m-sport-pro-43524059
Dusseldorp Alkmaar,BMW 1 Serie,120 M Sport,2025 | 6954 km | Benzine,€ 40.950,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-120-m-sport-43524080
Dusseldorp Schiedam,BMW X5,xDrive50e,2024 | 29255 km | Hybrid,€ 99.950,https://www.dusseldorpbmw.nl/aanbod/bmw-x5-occasion-xdrive50e-43524901
Dusseldorp Hoorn,BMW iX1,eDrive20 67 kWh,2025 | 10 km | Elektrisch,€ 62.044,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-nieuw-edrive20-67-kwh-43532316
Dusseldorp Deventer,BMW 1 Serie,120,2025 | 21000 km | Benzine,€ 43.450,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-occasion-120-43537100
Dusseldorp Deventer,BMW i4,eDrive40 84 kWh,2025 | 10000 km | Elektrisch,€ 64.950,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-company-car-edrive40-84-kwh-43558964
Dusseldorp Rotterdam Zuid,BMW 4 Serie,M440i xDrive Cabrio M Sport Pro,2023 | 76399 km | Benzine,€ 64.950,https://www.dusseldorpbmw.nl/aanbod/bmw-4-serie-occasion-m440i-xdrive-cabrio-m-sport-pro-43589539
Dusseldorp Zwolle,BMW 7 Serie,M760e xDrive M-Sport Aut.,2024 | 9788 km | Hybrid,€ 129.950,https://www.dusseldorpbmw.nl/aanbod/bmw-7-serie-occasion-m760e-xdrive-m-sport-aut-43592510
Dusseldorp Deventer,BMW 1 Serie,120 M-Sport,2025 | 9820 km | Benzine,€ 42.750,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-120-m-sport-43592781
Dusseldorp Zwolle,BMW 1 Serie,120 M-Sport Design Edit. Aut.,2025 | 15000 km | Benzine,€ 42.950,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-120-m-sport-design-edit-aut-43595574
Dusseldorp Oostzaan,BMW i4,eDrive35 70 kWh,2025 | 10 km | Elektrisch,€ 64.820,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-nieuw-edrive35-70-kwh-43616344
Dusseldorp Zwolle,BMW i5,Touring eDrive40 M-Sport Edit. 84 kWh,2025 | 17500 km | Elektrisch,€ 67.450,https://www.dusseldorpbmw.nl/aanbod/bmw-i5-company-car-touring-edrive40-m-sport-edit-84-kwh-43616348
Dusseldorp Rotterdam Noord,BMW 1 Serie,120 M Sport,2025 | 4500 km | Benzine,€ 45.750,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-120-m-sport-43616409
Dusseldorp Zwolle,BMW 3 Serie,330e Touring M-Sport Aut. Hybrid,2024 | 16414 km | Hybrid,€ 51.450,https://www.dusseldorpbmw.nl/aanbod/bmw-3-serie-occasion-330e-touring-m-sport-aut-hybrid-43618723
Dusseldorp Deventer,BMW 1 Serie,120 M-Sport,2025 | 7980 km | Benzine,€ 42.450,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-120-m-sport-43618802
Dusseldorp Rotterdam Noord,BMW i5,Touring eDrive40 M Sport Pro,2025 | 9500 km | Elektrisch,€ 72.950,https://www.dusseldorpbmw.nl/aanbod/bmw-i5-company-car-touring-edrive40-m-sport-pro-43637574
Dusseldorp Den Haag,BMW 3 Serie,Touring 330e M-Sport,2025 | 6999 km | Hybrid,€ 64.900,https://www.dusseldorpbmw.nl/aanbod/bmw-3-serie-company-car-touring-330e-m-sport-43642287
Dusseldorp Rotterdam Zuid,BMW i5,eDrive40 M-Sport Pro,2025 | 10 km | Elektrisch,€ 89.204,https://www.dusseldorpbmw.nl/aanbod/bmw-i5-nieuw-edrive40-m-sport-pro-43644379
Dusseldorp Rotterdam Zuid,BMW X6,xDrive40i M Sport Pro,2025 | 10 km | Benzine,€ 159.818,https://www.dusseldorpbmw.nl/aanbod/bmw-x6-nieuw-xdrive40i-m-sport-pro-43644404
Dusseldorp Hoorn,BMW iX,xDrive45 101 kWh,2025 | 4000 km | Elektrisch,€ 99.950,https://www.dusseldorpbmw.nl/aanbod/bmw-ix-company-car-xdrive45-101-kwh-43644465
Dusseldorp Zwolle,BMW 1 Serie,120 M-Sport Aut.,2025 | 12500 km | Benzine,€ 42.450,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-120-m-sport-aut-43644485
Dusseldorp Wateringen,BMW iX1,xDrive30 Launch Edition,2025 | 6999 km | Elektrisch,€ 55.950,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-company-car-xdrive30-launch-edition-43671588
Dusseldorp Schiedam,BMW 2 Serie,Active Tourer 218i Executive Edition,2020 | 89516 km | Benzine,€ 19.750,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-occasion-active-tourer-218i-executive-edition-43675737
Dusseldorp Zwolle,BMW 4 Serie,M440i xDrive Cabriolet Aut.,2025 | 10 km | Benzine,€ 126.997,https://www.dusseldorpbmw.nl/aanbod/bmw-4-serie-nieuw-m440i-xdrive-cabriolet-aut-43677284
Dusseldorp Oostzaan,BMW M3,CS Touring,2025 | 10 km | Benzine,€ 214.012,https://www.dusseldorpbmw.nl/aanbod/bmw-m3-nieuw-cs-touring-43677340
Dusseldorp Deventer,BMW 5 Serie,520i Business Edition Plus,2024 | 18445 km | Benzine,€ 53.750,https://www.dusseldorpbmw.nl/aanbod/bmw-5-serie-occasion-520i-business-edition-plus-43679300
Dusseldorp Den Haag,BMW 1 Serie,120,2025 | 6999 km | Benzine,€ 41.900,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-120-43695385
Dusseldorp Rotterdam Noord,BMW 3 Serie,Touring 330e M Sport Pro,2025 | 25000 km | Hybrid,€ 55.950,https://www.dusseldorpbmw.nl/aanbod/bmw-3-serie-company-car-touring-330e-m-sport-pro-43708210
Dusseldorp Rotterdam Zuid,BMW 1 Serie,120 M Sport,2025 | 7500 km | Benzine,€ 42.450,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-120-m-sport-43708707
Dusseldorp Rotterdam Zuid,BMW i4,eDrive40 M Sport Pro,2025 | 7500 km | Elektrisch,€ 59.950,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-company-car-edrive40-m-sport-pro-43720602
