Title,Subtitle,Year,Mileage,Fuel Type,Price,Monthly Price,Details Link,Location
BMW 3 Serie,Sedan 318i Executive,2022,59.522 km,Benzine,"29.750,-","405,-",https://www.ekris.nl/bmw/p/46803692/bmw-3-serie-sedan-318i-46803692,Ekris Maastricht
BMW 5 Serie,Sedan 520i | High Executive | Luxury-Line | Comfortstoelen | Stoelventilatie,2019,107.541 km,Benzine,"29.750,-","405,-",https://www.ekris.nl/bmw/p/45463910/bmw-5-serie-sedan-45463910,Ekris Maastricht
BMW 1 Serie,5-deurs 118i | M Sportpakket | 17 inch | Sportstoelen | Cruise Control | Lichtpakket | Live Cockpit Professional,2023,44.113 km,Benzine,"29.850,-","406,-",https://www.ekris.nl/bmw/p/42727309/bmw-1-serie-5-deurs-118i-42727309,Ekris Arnhem
BMW X1,sDrive18i High Executive Edition | Head Up | 17inch,2021,108.892 km,Benzine,"29.900,-","407,-",https://www.ekris.nl/bmw/p/43878689/bmw-x1-sdrive18i-high-executive-edition-43878689,Ekris Assen
BMW 3 Serie,Sedan 318i | LED | Leder | Navigatie | Schuifdak | Sportstoelen | Stoelverwarming | DAB | Harman-kardon sound | Alu 18 inch,2021,85.000 km,Benzine,"29.900,-","407,-",https://www.ekris.nl/bmw/p/44750931/bmw-3-serie-sedan-318i-44750931,Ekris Heerenveen
BMW 2 Serie,Gran Coupe 218i | M-Sportpakket | LED | Leder | Navigatie | Schuifdak | M- Sportstoelen | DAB | Hifi speakers | Alu 19 inch,2022,119.000 km,Benzine,"29.900,-","407,-",https://www.ekris.nl/bmw/p/45735112/bmw-2-serie-gran-coupe-218i-45735112,Ekris Heerenveen
BMW 3 Serie,Sedan 330e | High Executive | HiFi | Led | Apple Carplay | Verwarmde Voorstoelen,2020,98.944 km,Hybride benzine,"29.900,-","407,-",https://www.ekris.nl/bmw/p/46853747/bmw-3-serie-sedan-330e-46853747,Ekris Nijkerk
BMW X1,sDrive20i VDL Nedcar Edition | Parking Pack | Panorama Dak | Voorstoelen Verwarmd | Trekhaak,2020,97.818 km,Benzine,"29.900,-","407,-",https://www.ekris.nl/bmw/p/46946647/bmw-x1-sdrive20i-vdl-nedcar-edition-46946647,Ekris Heerlen
BMW 3 Serie,Sedan 320e | M-Sportpakket | Laserlicht | Leder | Navigatie | Sportstoelen | Stoelverwarming | DAB | Hifi speakers | Alu 18 inch,2022,128.000 km,Hybride benzine,"29.900,-","407,-",https://www.ekris.nl/bmw/p/45936483/bmw-3-serie-sedan-320e-45936483,Ekris Heerenveen
BMW 1 Serie,5-deurs 118i | Live Cockpit Professional,2023,49.066 km,Benzine,"29.900,-","407,-",https://www.ekris.nl/bmw/p/47062782/bmw-1-serie-5-deurs-118i-47062782,Ekris Maastricht
BMW 1 Serie,5-deurs 120i | M Sportpakket,2022,62.900 km,Benzine,"29.900,-","407,-",https://www.ekris.nl/bmw/p/44313379/bmw-1-serie-5-deurs-120i-44313379,Ekris Maastricht
BMW X1,sDrive18i High Executive Edition B| M Sport | Trekhaak | Leder | Stoelverwarming | Parkeersensoren voor en achter | Head-Up Display | Navigatie |,2019,107.000 km,Benzine,"29.900,-","407,-",https://www.ekris.nl/bmw/p/46477999/bmw-x1-sdrive18i-high-executive-edition-46477999,Ekris Groningen
BMW X1,sDrive18i M Sportpakket | Glazen panoramadak | Park Assistant | Achteruitrijcamera,2021,90.854 km,Benzine,"30.750,-","419,-",https://www.ekris.nl/bmw/p/46197568/bmw-x1-sdrive18i-46197568,Ekris Maastricht
BMW X1,sDrive20i High Executive | Audio Media Pack | Trekhaak | BMW Head-Up Display | Driving Assistant | Harman-Kardon,2019,98.506 km,Benzine,"30.750,-","419,-",https://www.ekris.nl/bmw/p/46804174/bmw-x1-sdrive20i-46804174,Ekris Maastricht
BMW 2 Serie,Gran Coupe 220i | LED | Navigatie | Sportstoelen | Shadow line | DAB | Hifi speakers | Alu 18 inch,2022,32.000 km,Benzine,"30.900,-","421,-",https://www.ekris.nl/bmw/p/43349842/bmw-2-serie-gran-coupe-220i-43349842,Ekris Heerenveen
BMW X2,sDrive18i Business Edition | M Sportpakket X | Executive | 19inch,2021,52.499 km,Benzine,"30.900,-","421,-",https://www.ekris.nl/bmw/p/46851098/bmw-x2-sdrive18i-46851098,Ekris Maastricht
BMW 1 Serie,118i Model Sport Line | Panoramadak | Stoelverwarming | Live Cockpit Professional | Interieurlijsten Illuminated Berlin,2023,30.187 km,Benzine,"30.950,-","421,-",https://www.ekris.nl/bmw/p/47136169/bmw-1-serie-118i-47136169,Ekris Zeist
BMW X1,sDrive20i High Executive | VDL Nedcar Edition,2020,69.183 km,Benzine,"31.750,-","432,-",https://www.ekris.nl/bmw/p/45708915/bmw-x1-sdrive20i-45708915,Ekris Maastricht
BMW 3 Serie,Touring 330e | Laserlicht | Leder | Navigatie | Schuifdak | Sportstoelen | Chrome line | DAB | Hifi speakers | Alu 18 inch,2022,124.000 km,Hybride benzine,"31.900,-","434,-",https://www.ekris.nl/bmw/p/43765347/bmw-3-serie-touring-330e-43765347,Ekris Heerenveen
BMW 3 Serie,Touring 318i | Laserlicht | Leder | Navigatie | Schuifdak | Elektr. zetels | Shadow line | DAB | ALu 17 inch,2021,65.000 km,Benzine,"31.900,-","434,-",https://www.ekris.nl/bmw/p/46363507/bmw-3-serie-touring-318i-46363507,Ekris Heerenveen
BMW 3 Serie,Touring 320e | High Executive | Stoelverwarming | Cruise Control | 17'' | Parkeersensoren | Trekhaak,2022,109.885 km,Hybride benzine,"31.900,-","434,-",https://www.ekris.nl/bmw/p/46956417/bmw-3-serie-touring-320e-46956417,Ekris Arnhem
BMW 3 Serie,Touring 320e null,2021,68.074 km,Hybride benzine,"31.900,-","434,-",https://www.ekris.nl/bmw/p/46950871/bmw-3-serie-touring-320e-46950871,Ekris Heerlen
BMW X1,sDrive20i Executive | M Sportpakket | Parking Pack | Safety Pack | Comfort Access | Achteruitrijcamera | Head-Up Display | DAB | HiFi | 18'',2020,87.000 km,Benzine,"31.900,-","434,-",https://www.ekris.nl/bmw/p/45272202/bmw-x1-sdrive20i-45272202,Ekris Utrecht
BMW 5 Serie,Sedan 520i | M Sportpakket | Park Assistant Pack | Parking Pack | Audio Media Pack,2019,111.260 km,Benzine,"31.900,-","434,-",https://www.ekris.nl/bmw/p/47062534/bmw-5-serie-sedan-520i-47062534,Ekris Maastricht
BMW 5 Serie,520i High Executive Edition M-Sportpakket | Schuifkanteldak | Comfortstoelen,2019,96.440 km,Benzine,"31.900,-","434,-",https://www.ekris.nl/bmw/p/47162119/bmw-5-serie-520i-high-executive-edition-47162119,Ekris Assen
BMW 3 Serie,Sedan 330e High Executive | M Sportpakket | Audio Media Pack | Parking Pack | DAB | HiFi | 18'',2019,116.002 km,Hybride benzine,"31.950,-","435,-",https://www.ekris.nl/bmw/p/46988975/bmw-3-serie-sedan-330e-46988975,Ekris Utrecht
BMW X1,sDrive20i High Executive Achteruitrijcamera/ Stoelverwarming/ Sportstoelen/ Cruise Control/ Elektrische Achterklep,2020,74.196 km,Benzine,"31.950,-","435,-",https://www.ekris.nl/bmw/p/45573293/bmw-x1-sdrive20i-high-executive-45573293,Ekris Flevoland
BMW X2,xDrive25e M Sport/ Achteruitrijcamera/ Sportstoelen/ Cruise Control/ Driving Assistant/ Head-Up/,2021,51.500 km,Hybride benzine,"31.950,-","435,-",https://www.ekris.nl/bmw/p/42755891/bmw-x2-xdrive25e-42755891,Ekris Flevoland
BMW X1,sDrive20i | High Executive | M Sportpakket | Panodak | Trekhaak | Harman Kardon | Head-Up | Comfort Access | Driving Assistant | Achteruitrijcamera | M Sportremmen | 19'' LMV,2020,101.982 km,Benzine,"31.950,-","435,-",https://www.ekris.nl/bmw/p/46919278/bmw-x1-sdrive20i-46919278,Ekris Nijkerk
BMW 3 Serie,Sedan 320i | M Sport | High Executive | Verwarmd Stuurwiel | Elektrische Achterklep | Stoelverwarming | Head-Up Display | 18'',2019,78.373 km,Benzine,"31.995,-","436,-",https://www.ekris.nl/bmw/p/46683371/bmw-3-serie-sedan-320i-46683371,Ekris Arnhem
BMW X2,sDrive20i High Executive | M Sportpakket |,2021,70.802 km,Benzine,"32.695,-","445,-",https://www.ekris.nl/bmw/p/46501016/bmw-x2-sdrive20i-46501016,Ekris Utrecht
BMW X1,xDrive25e | Head-Up | 18'' | Sportstoelen | Camera |,2022,73.027 km,Hybride benzine,"32.850,-","447,-",https://www.ekris.nl/bmw/p/45015941/bmw-x1-xdrive25e-45015941,Ekris Groningen
BMW 2 Serie,Active Tourer 218i M Sportpakket | Premium Pack | Stuurwielrand Verwarmd | Comfort Access | 18'',2022,62.397 km,Benzine,"32.850,-","447,-",https://www.ekris.nl/bmw/p/43807348/bmw-2-serie-active-tourer-218i-43807348,Ekris Utrecht
BMW X3,xDrive20i High Executive | Model xLine | Glazen panoramadak | Park Distance Control voor/achter (PDC) | Navigatiesysteem Professional,2018,74.000 km,Benzine,"32.900,-","448,-",https://www.ekris.nl/bmw/p/46397426/bmw-x3-xdrive20i-46397426,Ekris Zeist
BMW X1,sDrive20i | High Executive | M Sportpakket | Panodak | Trekhaak | Head-Up | Getint Glas | Sportstoelen | Hi-Fi | 19'' LMV,2020,78.338 km,Benzine,"32.900,-","448,-",https://www.ekris.nl/bmw/p/45635722/bmw-x1-sdrive20i-45635722,Ekris Nijkerk
BMW 5 Serie,Touring 520i | High Executive | M Sportpakket | Panodak | Parking Assistant Plus | Driving Assistant | Head-Up | Hi-Fi | Adaptieve LED | 18'' LMV,2019,98.553 km,Benzine,"32.900,-","448,-",https://www.ekris.nl/bmw/p/44648105/bmw-5-serie-touring-520i-44648105,Ekris Nijkerk
BMW 2 Serie,Active Tourer 218i | Innovation Pack | Parking Assistant Plus | Head-Up Display | Comfort Access | Isofix | 17'',2023,46.932 km,Benzine,"32.900,-","448,-",https://www.ekris.nl/bmw/p/46955979/bmw-2-serie-active-tourer-218i-46955979,Ekris Arnhem
BMW 5 Serie,Touring 530i xDrive High Executive Stuurwielverwarming/ Comfort Access/ panoramadak/ HiFi/ Stoelverwarming,2019,111.500 km,Benzine,"32.900,-","448,-",https://www.ekris.nl/bmw/p/46795287/bmw-5-serie-touring-530i-xdrive-high-executive-46795287,Ekris Flevoland
BMW X2,xDrive25e | M-Sportpakket | LED | Navigatie | Schuifdak | Stoelverwarming | Keyles go | DAB | Alu 19 inch,2021,56.000 km,Hybride benzine,"32.900,-","448,-",https://www.ekris.nl/bmw/p/47038945/bmw-x2-xdrive25e-47038945,Ekris Heerenveen
BMW X1,xDrive25e High Executive | Comfort Pack | Trekhaak met afneembare kogel | Stuurwielrand Verwarmd | Glazen panoramadak | Park Distance Control voor/achter (PDC) | HiFi System | BMW Head-Up Display,2022,89.706 km,Hybride benzine,"32.900,-","448,-",https://www.ekris.nl/bmw/p/45629686/bmw-x1-xdrive25e-45629686,Ekris Zeist
BMW 2 Serie,Gran Coupé 218i M-Sportpakket | Parking Pack | 18 inch | Sportstoelen,2023,27.305 km,Benzine,"32.950,-","449,-",https://www.ekris.nl/bmw/p/40351373/bmw-2-serie-gran-coupe-218i-40351373,Ekris Arnhem
BMW 2 Serie,Active Tourer 218i | Premium Pack | Comfort Pack | Comfort Access | Achteruitrijcamera | Stoelverwarming | Parking Assistant | 17'',2022,61.789 km,Benzine,"32.995,-","449,-",https://www.ekris.nl/bmw/p/45171576/bmw-2-serie-active-tourer-218i-45171576,Ekris Arnhem
BMW X1,sDrive20i | High Executive | Parking Pack | xLine,2021,97.895 km,Benzine,"33.450,-","455,-",https://www.ekris.nl/bmw/p/42862099/bmw-x1-sdrive20i-42862099,Ekris Heerlen
BMW X1,xDrive25e Sportline | Sportstoelen | Park Distance Control Achter | LED-koplampen | Navigatiesysteem | 18'',2022,61.079 km,Hybride benzine,"33.695,-","459,-",https://www.ekris.nl/bmw/p/43941508/bmw-x1-xdrive25e-43941508,Ekris Utrecht
BMW 5 Serie,Sedan 520i | Safety Pack | Parking Pack | Active Cruise Control | Comfortstoelen,2020,85.912 km,Benzine,"33.750,-","460,-",https://www.ekris.nl/bmw/p/45785425/bmw-5-serie-sedan-520i-45785425,Ekris Maastricht
BMW 3 Serie,Touring 320e | Model Luxury Line | Business Edition Plus,2022,83.008 km,Hybride benzine,"33.750,-","460,-",https://www.ekris.nl/bmw/p/46073737/bmw-3-serie-touring-320e-46073737,Ekris Maastricht
BMW 3-serie,320i High Executive | M Sportpakket | Comfort Access | Trekhaak,2020,69.535 km,Benzine,"33.900,-","462,-",https://www.ekris.nl/bmw/p/46650089/bmw-3-serie-320i-high-executive-46650089,Ekris Heerlen
BMW 3 Serie,"Touring 320e Luxury Line | High Executive | Sportstoelen voor | Live Cockpit Professional | HIFI | 17""",2022,87.195 km,Hybride benzine,"33.900,-","462,-",https://www.ekris.nl/bmw/p/46250334/bmw-3-serie-touring-320e-46250334,Ekris Utrecht
BMW X2,xDrive25e M Sportpakket/ Stuurverwarming/ Comfort Access/ Achteruitrijcamera/ Sportstoelen/ Stoelverwarming,2022,46.900 km,Hybride benzine,"33.900,-","462,-",https://www.ekris.nl/bmw/p/43884146/bmw-x2-xdrive25e-43884146,Ekris Flevoland
BMW 2 Serie,Gran Coupe 218i | M-Sportpakket | LED | Navigatie | Sportstoelen | Clima | cruise controle | DAB | Alu 18 inch,2024,38.000 km,Benzine,"33.900,-","462,-",https://www.ekris.nl/bmw/p/47091574/bmw-2-serie-gran-coupe-218i-47091574,Ekris Heerenveen
BMW 3 Serie,318i High Executive Edition Stuurwielverwarming/ Head-Up/ Harman-Kardon/ Stoelverwarming/ Achteruitrijcamera/ Sportstoelen/ Panoramadak,2020,89.618 km,Benzine,"33.950,-","462,-",https://www.ekris.nl/bmw/p/46688007/bmw-3-serie-318i-high-executive-edition-46688007,Ekris Flevoland
BMW 2 Serie,Active Tourer 218i M Sport | Comfort Acces / Adaptieve demping / Premium Pack / Stoelverwarming & Stuurverwarming,2023,39.793 km,Benzine,"33.950,-","462,-",https://www.ekris.nl/bmw/p/47148737/bmw-2-serie-active-tourer-218i-47148737,Ekris Veenendaal
BMW 3-serie,320e Business Edition Plus | Trekhaak | Panoramadak | Stoelverwarming |,2022,98.260 km,Hybride benzine,"34.400,-","468,-",https://www.ekris.nl/bmw/p/46275391/bmw-3-serie-320e-business-edition-plus-46275391,Ekris Groningen
BMW 3 Serie,Touring 330e High Executive | Parking Pack | M Sport plus | Audio Media Pack | Elekt. Trekhaak | Head-up,2020,100.186 km,Hybride benzine,"34.750,-","473,-",https://www.ekris.nl/bmw/p/46341962/bmw-3-serie-touring-330e-46341962,Ekris Maastricht
BMW 3 Serie,Touring 318i High Executive | M sportpakket | Parking Pack | Glazen panoramadak | Parking Assistant |,2020,85.473 km,Benzine,"34.750,-","473,-",https://www.ekris.nl/bmw/p/46342007/bmw-3-serie-touring-318i-46342007,Ekris Maastricht
BMW 3 Serie,Sedan 320e High Executive M Sportpakket 19'' / Schuif-/kanteldak / Elektrisch verstelbare voorstoelen / HiFi System,2022,111.580 km,Hybride benzine,"34.750,-","473,-",https://www.ekris.nl/bmw/p/46416836/bmw-3-serie-sedan-320e-46416836,Ekris Veenendaal
BMW 5 Serie,Touring 520i | High Executive | M Sportpakket | Achteruitrijcamera | Panoramadak | Stoelverwarming | Head-Up Display | Parking Assistant,2019,63.684 km,Benzine,"34.895,-","475,-",https://www.ekris.nl/bmw/p/45870020/bmw-5-serie-touring-520i-45870020,Ekris Arnhem
BMW 3 Serie,Touring 318i | M-Sportpakket | Laserlicht | Leder | Navigatie | Sportstoelen | Stoelverwarming | DAB | Alu 18 inch,2021,87.000 km,Benzine,"34.900,-","475,-",https://www.ekris.nl/bmw/p/46364682/bmw-3-serie-touring-318i-46364682,Ekris Heerenveen
BMW 2 Serie,Active Tourer 218i M Sportpakket | 17 inch LM M Dubbelspaak | Achteruitrijcamera | Parking Assistant | Alarmsysteem klasse 3,2024,37.094 km,Benzine,"34.900,-","475,-",https://www.ekris.nl/bmw/p/46476077/bmw-2-serie-active-tourer-218i-46476077,Ekris Zeist
BMW 5 Serie,Sedan 520i | High Executive | Comfortstoelen | Verwamde Voorstoelen | Adaptieve LED Koplampen | Sportstuur | Climate Control | 17'' LMV,2020,73.338 km,Benzine,"34.900,-","475,-",https://www.ekris.nl/bmw/p/45874035/bmw-5-serie-sedan-520i-45874035,Ekris Nijkerk
BMW 5 Serie,Touring 520i M-Sportpakket | LED | Leder | HUD | Comfortzetels | Trekhaak | Chrome line | DAB | Hifi speakers | Alu 19 inch,2020,106.800 km,Benzine,"34.900,-","475,-",https://www.ekris.nl/bmw/p/46257246/bmw-5-serie-touring-520i-46257246,Ekris Heerenveen
BMW 3 Serie,Touring 318i | M-Sportpakket | Laserlicht | Leder | Sportstoelen | Stoelverwarming | DAB | Alu 19 inch,2021,54.000 km,Benzine,"34.900,-","475,-",https://www.ekris.nl/bmw/p/46804610/bmw-3-serie-touring-318i-46804610,Ekris Heerenveen
BMW 3 Serie,Touring 320e Sportstoelen | Cruise Control | DAB | Curved Display | 17'',2022,64.252 km,Hybride benzine,"34.900,-","475,-",https://www.ekris.nl/bmw/p/46394117/bmw-3-serie-touring-320e-46394117,Ekris Utrecht
BMW i4,Gran Coupe eDrive40 | LED | Navigatie | Sportstoelen | Clima | Getint glas achter | PDC | DAB | Alu 20 inch,2022,114.000 km,Elektrisch,"34.900,-","412,-",https://www.ekris.nl/bmw/p/44128476/bmw-i4-gran-coupe-edrive40-44128476,Ekris Heerenveen
BMW 3 Serie,Touring 320i | High Executive | M Sport Plus Pack | 19'' | Achteruitrijcamera | Panoramadak | Stoelverwarming | Head-Up Display | Cruise Control,2020,116.431 km,Benzine,"34.985,-","476,-",https://www.ekris.nl/bmw/p/46223266/bmw-3-serie-touring-320i-46223266,Ekris Arnhem
BMW 3 Serie,Sedan 320e High Executive | M Sportpakket | 19 inch | Laserlight,2021,76.365 km,Hybride benzine,"35.450,-","483,-",https://www.ekris.nl/bmw/p/46342072/bmw-3-serie-sedan-320e-46342072,Ekris Maastricht
BMW 1 Serie,5-deurs 118i | Model M Sport | Innovation Pack | Comfort Pack,2024,16.709 km,Benzine,"35.500,-","483,-",https://www.ekris.nl/bmw/p/39055365/bmw-1-serie-5-deurs-118i-39055365,Ekris Veenendaal
BMW 2 Serie,Active Tourer 225e xDrive | M Sportpakket | Premium Pack | Parking Assistant | Achteruitrijcamera | Comfort Access | Isofix | 17'',2023,41.684 km,Hybride benzine,"35.850,-","488,-",https://www.ekris.nl/bmw/p/46538337/bmw-2-serie-active-tourer-225e-xdrive-46538337,Ekris Arnhem
BMW 5 Serie,Sedan 520i | Laserlicht | Leder | Navigatie | Trekhaak | Active cruise | Comfortzetels | Stoelverwarming | DAB | Alu 18 inch,2021,118.000 km,Benzine,"35.900,-","489,-",https://www.ekris.nl/bmw/p/45428154/bmw-5-serie-sedan-520i-45428154,Ekris Heerenveen
BMW 5 Serie,Touring 530e | Laserlicht | Leder | Navigatie | Comfortzetels | Trekhaak | Stoelverwarming | Chrome line | DAB | Alu 18 inch,2022,112.000 km,Hybride benzine,"35.900,-","489,-",https://www.ekris.nl/bmw/p/46362712/bmw-5-serie-touring-530e-46362712,Ekris Heerenveen
BMW 3 Serie,Touring 318i | LED | Navigatie | Schuifdak | Trekhaak | Shadow line | DAB | Hifi speakers | Alu 18 inch,2022,75.000 km,Benzine,"35.900,-","489,-",https://www.ekris.nl/bmw/p/46064412/bmw-3-serie-touring-318i-46064412,Ekris Heerenveen
BMW X2,xDrive25e | High Executive | M Sportpakket | Driving Assistant Plus | Achteruitrijcamera | Head-Up | Comfort Access | HiFi | Active Cruise Control | Elektr. Achterklep | 19''LMV,2023,53.735 km,Hybride benzine,"35.900,-","489,-",https://www.ekris.nl/bmw/p/42351350/bmw-x2-xdrive25e-42351350,Ekris Nijkerk
BMW 2 Serie,Gran Coupé 218i | M Sportpakket,2024,30.902 km,Benzine,"35.900,-","489,-",https://www.ekris.nl/bmw/p/46516612/bmw-2-serie-gran-coupe-218i-46516612,Ekris Heerlen
BMW 1 Serie,118i Glazen panoramadak | BMW Head-Up Display | HiFi System | M Sportpakket Pro | Comfort Pack | Innovation Pack,2023,28.964 km,Benzine,"35.900,-","489,-",https://www.ekris.nl/bmw/p/46474778/bmw-1-serie-118i-46474778,Ekris Zeist
BMW 3 Serie,Touring 320e | LED | Leder | Navigatie | Trekhaak | Sportstoelen | DAB | Alu 17 inch,2023,55.000 km,Hybride benzine,"35.900,-","489,-",https://www.ekris.nl/bmw/p/43855989/bmw-3-serie-touring-320e-43855989,Ekris Heerenveen
BMW 1-serie,"118i M Sportpakket Pro/ Sportstoelen/ Stoelverwarming/ Cruise Control/ Getint Glas/ 19"" LMV",2024,24.177 km,Benzine,"35.900,-","489,-",https://www.ekris.nl/bmw/p/46466052/bmw-1-serie-118i-46466052,Ekris Flevoland
BMW X3,sDrive20i | M-Sportpakket | LED | Leder | HUD | Schuifdak | Trekhaak | DAB | hifi speakers | Alu 20 inch,2020,124.000 km,Benzine,"35.900,-","489,-",https://www.ekris.nl/bmw/p/47097946/bmw-x3-sdrive20i-47097946,Ekris Heerenveen
BMW 3 Serie,Sedan 320e | Parking Pack,2023,25.878 km,Hybride benzine,"35.900,-","489,-",https://www.ekris.nl/bmw/p/47014795/bmw-3-serie-sedan-320e-47014795,Ekris Maastricht
BMW 3 Serie,Touring 318i Business Edition null,2021,62.577 km,Benzine,"35.950,-","490,-",https://www.ekris.nl/bmw/p/42584284/bmw-3-serie-touring-318i-business-edition-42584284,Ekris Heerlen
BMW 3 Serie,318i M-Sportpakket / Schuif - kanteldak / HIFI / 19 '' /,2021,40.974 km,Benzine,"36.400,-","496,-",https://www.ekris.nl/bmw/p/46920961/bmw-3-serie-318i-46920961,Ekris Flevoland
BMW 5 Serie,Touring 520e Business Edition Plus | Comfortstoelen | verwarmde voorstoelen,2022,84.126 km,Hybride benzine,"36.450,-","496,-",https://www.ekris.nl/bmw/p/43321538/bmw-5-serie-touring-520e-business-edition-plus-43321538,Ekris Groningen
BMW 3 Serie,Sedan 320i | Executive | Parking Pack | Achteruitrijcamera | Stoelverwarming | Cruise Control | 19'',2020,66.364 km,Benzine,"36.595,-","498,-",https://www.ekris.nl/bmw/p/45168817/bmw-3-serie-sedan-320i-45168817,Ekris Arnhem
BMW 1 Serie,5 Deurs 118i | M Sportpakket Pro | Premium Pack | Comfort Pro Pack,2024,12.736 km,Benzine,"36.750,-","500,-",https://www.ekris.nl/bmw/p/39039784/bmw-1-serie-5-deurs-118i-39039784,Ekris Maastricht
BMW 2 Serie,Gran Coupé 218i High Executive M Sport Pro / Hifi / Comfort Pack / Trekhaak / Panorama Dak / Stoel- en Stuurverwarming,2024,17.343 km,Benzine,"36.850,-","502,-",https://www.ekris.nl/bmw/p/41512784/bmw-2-serie-gran-coupe-218i-41512784,Ekris Veenendaal
BMW 1 Serie,5-deurs 118i M Sportpakket Pro 19'' / Panoramadak / Comfort Access / Elektrisch verwarmde voorstoelen,2024,14.639 km,Benzine,"36.850,-","502,-",https://www.ekris.nl/bmw/p/46718003/bmw-1-serie-5-deurs-118i-46718003,Ekris Veenendaal
BMW 3 Serie,Sedan 330i xDrive | High Executive | Parking Pack | Schuif-/kanteldak | Stoelverwarming | Head-Up Display | Harman Kardon | 19'',2020,125.041 km,Benzine,"36.895,-","502,-",https://www.ekris.nl/bmw/p/46538673/bmw-3-serie-sedan-330i-xdrive-46538673,Ekris Arnhem
