Vehicle Name,Vehicle Subtitle,Vehicle Price,Vehicle Tags,Business Finance,Location
BMW iX1,eDrive20 67 kWh M Sport Edition,€ 49.984 v.a. € 441 p/m,2025 1 km Automaat Elektrisch,v.a. € 441 p/m,Van Poelgeest Naarden
BMW Z4 Roadster,sDrive20i,€ 78.949 v.a. € 811 p/m,2025 4.999 km Automaat Benzine,v.a. € 811 p/m,Van Poelgeest Amsterdam
BMW i4,eDrive40 84 kWh,€ 73.347 v.a. € 648 p/m,2025 3.350 km Automaat Elektrisch,v.a. € 648 p/m,Van Poelgeest Amstelveen
BMW i4,M50,€ 91.691 v.a. € 810 p/m,2025 1 km Automaat Elektrisch,v.a. € 810 p/m,Van Poelgeest Amstelveen
BMW X5,xDrive50e,€ 109.899 v.a. € 1128 p/m,2024 19.948 km Automaat Hybride,v.a. € 1128 p/m,Van Poelgeest Amsterdam
BMW i4,eDrive40 Innovation M Sportpakket Pro Individual,€ 79.597 v.a. € 703 p/m,2025 11.000 km Automaat Elektrisch,v.a. € 703 p/m,Van Poelgeest Woerden
BMW i4,eDrive40 M Sport Edition,€ 72.412 v.a. € 640 p/m,2025 1 km Automaat Elektrisch,v.a. € 640 p/m,Van Poelgeest Hilversum
BMW i4,eDrive35 M Sport Edition,€ 70.047 v.a. € 619 p/m,2025 1 km Automaat Elektrisch,v.a. € 619 p/m,Van Poelgeest Naarden
BMW i5 Sedan,M60 xDrive,€ 120.424 v.a. € 1064 p/m,2025 1 km Automaat Elektrisch,v.a. € 1064 p/m,Van Poelgeest Amsterdam
BMW 2 Serie Coupé,220i,€ 70.903 v.a. € 728 p/m,2025 1 km Automaat Benzine,v.a. € 728 p/m,Van Poelgeest Naarden
BMW X5,xDrive50e Launch Edition,€ 89.899 v.a. € 1117 p/m,2023 35.031 km Automaat Hybride,v.a. € 1117 p/m,Van Poelgeest Naarden - PS Center
BMW iX1,xDrive30 Launch Edition 67 kWh,€ 48.900 v.a. € 432 p/m,2023 44.908 km Automaat Elektrisch,v.a. € 432 p/m,Van Poelgeest Amsterdam
BMW 5 Serie Sedan,M550i xDrive Innovationspakket,€ 61.895 v.a. € 769 p/m,2021 90.873 km Automaat Benzine,v.a. € 769 p/m,Van Poelgeest Gouda
MINI Cooper Cabrio,C Classic M,€ 53.174 v.a. € 469 p/m,2025 1 km Automaat Benzine,v.a. € 469 p/m,Van Poelgeest Noordwijk
BMW 2 Serie Gran Coupé,220 Innovation Pack M Sportpakket Pro Individual,€ 62.894 v.a. € 645 p/m,2025 7.000 km Automaat Benzine,v.a. € 645 p/m,Van Poelgeest Gouda
BMW X1,sDrive20i High Executive,€ 29.900 v.a. € 371 p/m,2019 68.888 km Automaat Benzine,v.a. € 371 p/m,Van Poelgeest Noordwijk
BMW i5 Sedan,eDrive40 M Sport Edition,€ 86.993 v.a. € 769 p/m,2025 1 km Automaat Elektrisch,v.a. € 769 p/m,Van Poelgeest Heemstede
BMW X4,xDrive30i High Executive,€ 61.900 v.a. € 636 p/m,2022 55.693 km Automaat Benzine,v.a. € 636 p/m,Van Poelgeest Amstelveen
BMW X3,30e xDrive,€ 81.434 v.a. € 778 p/m,2025 1 km Automaat Hybride,v.a. € 778 p/m,Van Poelgeest Amsterdam
BMW 3 Serie Touring,320e M Sportpakket,€ 49.895 v.a. € 512 p/m,2024 19.998 km Automaat Hybride,v.a. € 512 p/m,Van Poelgeest Woerden
BMW 3 Serie Touring,320i Executive Edition Model Sport Line,,2021 95.596 km Automaat Benzine,,Van Poelgeest Woerden
BMW 5 Serie Sedan,530e M Sport Edition,€ 85.825 v.a. € 820 p/m,2025 1 km Automaat Hybride,v.a. € 820 p/m,Van Poelgeest Heemstede
BMW 1 Serie,120,€ 58.755 v.a. € 603 p/m,2025 1 km Automaat Benzine,v.a. € 603 p/m,Van Poelgeest Naarden
BMW 3 Serie Touring,318i M Sportpakket Pro,€ 52.895 v.a. € 543 p/m,2025 11.000 km Automaat Benzine,v.a. € 543 p/m,Van Poelgeest Gouda
BMW X5 M,Competition,€ 124.900 v.a. € 1283 p/m,2022 49.526 km Automaat Benzine,v.a. € 1283 p/m,Van Poelgeest Amsterdam
BMW i7,xDrive60 Privilege Edition,€ 193.761 v.a. € 1712 p/m,2025 1 km Automaat Elektrisch,v.a. € 1712 p/m,Van Poelgeest Woerden
BMW X1,sDrive20i High Executive Orange Edition xLine,€ 32.895 v.a. € 409 p/m,2020 71.052 km Automaat Benzine,v.a. € 409 p/m,Van Poelgeest Alphen aan den Rijn
BMW 1 Serie,120,€ 41.900 v.a. € 431 p/m,2024 5.802 km Automaat Benzine,v.a. € 431 p/m,Van Poelgeest Amsterdam
BMW iX3,Executive,€ 71.000 v.a. € 627 p/m,2025 4.001 km Automaat Elektrisch,v.a. € 627 p/m,Van Poelgeest Heemstede
BMW iX2,eDrive20,€ 49.900 v.a. € 440 p/m,2025 4.000 km Automaat Elektrisch,v.a. € 440 p/m,Van Poelgeest Noordwijk
BMW 2 Serie Active Tourer,225e xDrive Innovation Pack M Sportpakket,€ 42.995 v.a. € 441 p/m,2024 14.649 km Automaat Hybride,v.a. € 441 p/m,Van Poelgeest Alphen aan den Rijn
BMW 5 Serie Sedan,530e M Sport Edition,€ 87.106 v.a. € 832 p/m,2025 1 km Automaat Hybride,v.a. € 832 p/m,Van Poelgeest Naarden
BMW 3 Serie Sedan,320i,€ 69.683 v.a. € 716 p/m,2025 4.999 km Automaat Benzine,v.a. € 716 p/m,Van Poelgeest Amsterdam
BMW 3 Serie Touring,330e,€ 51.900 v.a. € 533 p/m,2025 6.999 km Automaat Hybride,v.a. € 533 p/m,Van Poelgeest Amsterdam
BMW iX3,High Executive,€ 36.900 v.a. € 394 p/m,2021 79.363 km Automaat Elektrisch,v.a. € 394 p/m,Van Poelgeest Hilversum
BMW 5 Serie Sedan,550e xDrive,€ 90.900 v.a. € 933 p/m,2025 18.514 km Automaat Hybride,v.a. € 933 p/m,Van Poelgeest Noordwijk
BMW 5 Serie Touring,530e Business Edition Plus M Sportpakket,€ 48.895 v.a. € 502 p/m,2023 60.884 km Automaat Hybride,v.a. € 502 p/m,Van Poelgeest Gouda
BMW XM,PHEV 50e,€ 147.837 v.a. € 1306 p/m,2025 1 km Automaat Hybride,v.a. € 1306 p/m,Van Poelgeest Amsterdam
BMW 4 Serie Gran Coupé,M440i xDrive,€ 122.714 v.a. € 1260 p/m,2025 1 km Automaat Benzine,v.a. € 1260 p/m,Van Poelgeest Amstelveen
BMW iX3,High Executive 80 kWh,€ 57.900 v.a. € 512 p/m,2024 8.235 km Automaat Elektrisch,v.a. € 512 p/m,Van Poelgeest Amstelveen
BMW i4,eDrive35 M Sport Edition,€ 69.781 v.a. € 617 p/m,2025 1 km Automaat Elektrisch,v.a. € 617 p/m,Van Poelgeest Alphen aan den Rijn
BMW iX1,xDrive30 M-Sport Premium Pack,€ 45.900 v.a. € 406 p/m,2024 7.535 km Automaat Elektrisch,v.a. € 406 p/m,Van Poelgeest Heemstede
BMW i5 Touring,eDrive40 M Sport Edition,€ 97.534 v.a. € 861 p/m,2025 1 km Automaat Elektrisch,v.a. € 861 p/m,Van Poelgeest Amstelveen
BMW X3,xDrive30i Business Edition Plus High Executive,€ 59.495 v.a. € 611 p/m,2022 64.270 km Automaat Benzine,v.a. € 611 p/m,Van Poelgeest Alphen aan den Rijn
BMW 3 Serie Sedan,320e,€ 44.900 v.a. € 461 p/m,2024 19.531 km Automaat Hybride,v.a. € 461 p/m,Van Poelgeest Amstelveen
BMW 3 Serie Touring,330e,€ 75.671 v.a. € 723 p/m,2025 1 km Automaat Hybride,v.a. € 723 p/m,Van Poelgeest Amstelveen
BMW X4,xDrive20i l M-Sport,€ 65.900 v.a. € 677 p/m,2024 11.556 km Automaat Benzine,v.a. € 677 p/m,Van Poelgeest Amsterdam
BMW 2 Serie Gran Coupé,220,€ 56.794 v.a. € 583 p/m,2025 1 km Automaat Benzine,v.a. € 583 p/m,Van Poelgeest Heemstede
BMW 5 Serie Sedan,520d xDrive,€ 59.900 v.a. € 744 p/m,2024 30.755 km Automaat Diesel,v.a. € 744 p/m,Van Poelgeest Naarden - PS Center
BMW 4 Serie Gran Coupé,420i,€ 80.918 v.a. € 831 p/m,2025 1 km Automaat Benzine,v.a. € 831 p/m,Van Poelgeest Heemstede
BMW iX,xDrive60,€ 135.583 v.a. € 1198 p/m,2025 4.999 km Automaat Elektrisch,v.a. € 1198 p/m,Van Poelgeest Amsterdam
BMW i4,M50 M-Sport Pro Innovation,€ 69.900 v.a. € 617 p/m,2025 4.501 km Automaat Elektrisch,v.a. € 617 p/m,Van Poelgeest Heemstede
BMW iX1,eDrive20 67 kWh M Sport Edition,€ 49.984 v.a. € 441 p/m,2025 1 km Automaat Elektrisch,v.a. € 441 p/m,Van Poelgeest Noordwijk
BMW 4 Serie Gran Coupé,420i High Executive Edition,€ 33.900 v.a. € 421 p/m,2021 89.838 km Automaat Benzine,v.a. € 421 p/m,Van Poelgeest Noordwijk
BMW 5 Serie Touring,530e,€ 75.900 v.a. € 779 p/m,2024 11.095 km Automaat Hybride,v.a. € 779 p/m,Van Poelgeest Amsterdam
BMW X1,sDrive20i,€ 54.900 v.a. € 564 p/m,2024 11.470 km Automaat Benzine,v.a. € 564 p/m,Van Poelgeest Amstelveen
BMW X1,xDrive30e,€ 59.900 v.a. € 615 p/m,2024 9.018 km Automaat Hybride,v.a. € 615 p/m,Van Poelgeest Amstelveen
BMW 2 Serie Active Tourer,218i Luxury Line Innovation,€ 42.900 v.a. € 440 p/m,2024 7.823 km Automaat Benzine,v.a. € 440 p/m,Van Poelgeest Heemstede
BMW 5 Serie Sedan,530e M Sport Edition,€ 72.900 v.a. € 906 p/m,2025 1.772 km Automaat Hybride,v.a. € 906 p/m,Van Poelgeest Heemstede
BMW i5 Sedan,eDrive40 M Sport Edition,€ 91.147 v.a. € 805 p/m,2025 1 km Automaat Elektrisch,v.a. € 805 p/m,Van Poelgeest Amsterdam
BMW 4 Serie Gran Coupé,430i xDrive,€ 100.490 v.a. € 1031 p/m,2025 1 km Automaat Benzine,v.a. € 1031 p/m,Van Poelgeest Amsterdam
BMW 4 Serie Gran Coupé,420i,€ 80.217 v.a. € 824 p/m,2025 1 km Automaat Benzine,v.a. € 824 p/m,Van Poelgeest Noordwijk
BMW 3 Serie Touring,330e Innovation Pack M Sportpakket Pro,€ 73.564 v.a. € 755 p/m,2025 6.000 km Automaat Hybride,v.a. € 755 p/m,Van Poelgeest Woerden
BMW X1,xDrive25e,€ 65.836 v.a. € 629 p/m,2025 1 km Automaat Hybride,v.a. € 629 p/m,Van Poelgeest Amersfoort
BMW i5 Sedan,eDrive40 M Sport Edition,€ 88.203 v.a. € 779 p/m,2025 1 km Automaat Elektrisch,v.a. € 779 p/m,Van Poelgeest Amstelveen
BMW 2 Serie Active Tourer,220i,€ 62.347 v.a. € 640 p/m,2025 1 km Automaat Benzine,v.a. € 640 p/m,Van Poelgeest Alphen aan den Rijn
BMW 3 Serie Touring,320d xDrive,€ 64.900 v.a. € 666 p/m,2024 12.588 km Automaat Diesel,v.a. € 666 p/m,Van Poelgeest Amersfoort
BMW 5 Serie Touring,530e M Sport Edition,€ 87.387 v.a. € 835 p/m,2025 1 km Automaat Hybride,v.a. € 835 p/m,Van Poelgeest Amsterdam
BMW 2 Serie Active Tourer,220i M Sportpakket,€ 38.900 v.a. € 399 p/m,2023 22.828 km Automaat Benzine,v.a. € 399 p/m,Van Poelgeest Naarden - PS Center
BMW iX1,eDrive20 67 kWh,€ 49.500 v.a. € 437 p/m,2025 8.250 km Automaat Elektrisch,v.a. € 437 p/m,Van Poelgeest Noordwijk
BMW iX,xDrive45,€ 107.912 v.a. € 953 p/m,2025 1 km Automaat Elektrisch,v.a. € 953 p/m,Van Poelgeest Amsterdam
MINI Countryman,1.5 C Classic M Plus,€ 56.614 v.a. € 500 p/m,2025 1 km Automaat Benzine,v.a. € 500 p/m,Van Poelgeest Amsterdam
BMW 2 Serie Active Tourer,218i,€ 43.500 v.a. € 446 p/m,2024 36.402 km Automaat Benzine,v.a. € 446 p/m,Van Poelgeest Amstelveen
BMW 5 Serie Touring,530e xDrive Innovation Pack M Sportpakket,€ 68.995 v.a. € 708 p/m,2024 5.300 km Automaat Hybride,v.a. € 708 p/m,Van Poelgeest Gouda
BMW 4 Serie Gran Coupé,420i,€ 81.039 v.a. € 832 p/m,2025 1 km Automaat Benzine,v.a. € 832 p/m,Van Poelgeest Naarden
BMW i4,eDrive35 M Sport Edition 70 kWh,€ 57.900 v.a. € 512 p/m,2025 6.000 km Automaat Elektrisch,v.a. € 512 p/m,Van Poelgeest Noordwijk
BMW 5 Serie Sedan,530e M Sport Edition,€ 86.277 v.a. € 824 p/m,2025 1 km Automaat Hybride,v.a. € 824 p/m,Van Poelgeest Woerden
BMW i4,eDrive40 High Executive,€ 79.057 v.a. € 698 p/m,2025 4.369 km Automaat Elektrisch,v.a. € 698 p/m,Van Poelgeest Amstelveen
BMW 4 Serie Cabrio,M440i xDrive Innovationspakket,€ 69.995 v.a. € 870 p/m,2022 39.584 km Automaat Benzine,v.a. € 870 p/m,Van Poelgeest Alphen aan den Rijn
BMW i4,eDrive35 M Sport Edition,€ 72.447 v.a. € 640 p/m,2025 1 km Automaat Elektrisch,v.a. € 640 p/m,Van Poelgeest Amsterdam
MINI Aceman,SE John Cooper Works,€ 41.895 v.a. € 430 p/m,2024 20.000 km Automaat Elektrisch,v.a. € 430 p/m,Van Poelgeest Alphen aan den Rijn
BMW iX1,xDrive30 67 kWh l M-Sport,€ 68.900 v.a. € 608 p/m,2025 8.644 km Automaat Elektrisch,v.a. € 608 p/m,Van Poelgeest Amsterdam
BMW iX3,Executive,€ 54.900 v.a. € 485 p/m,2025 4.954 km Automaat Elektrisch,v.a. € 485 p/m,Van Poelgeest Heemstede
BMW 1 Serie,120,€ 58.352 v.a. € 599 p/m,2025 4.999 km Automaat Benzine,v.a. € 599 p/m,Van Poelgeest Amsterdam
BMW X5,xDrive40i High Executive M Sportpakket,€ 58.995 v.a. € 733 p/m,2020 115.806 km Automaat Benzine,v.a. € 733 p/m,Van Poelgeest Alphen aan den Rijn
BMW XM,PHEV 50e 30 kWh,€ 140.508 v.a. € 1443 p/m,2025 4.850 km Automaat Hybride,v.a. € 1443 p/m,Van Poelgeest Amstelveen
BMW i4,eDrive40 High Executive 84 kWh,€ 42.900 v.a. € 459 p/m,2022 44.871 km Automaat Elektrisch,v.a. € 459 p/m,Van Poelgeest Hilversum
BMW iX3,High Executive,€ 68.900 v.a. € 608 p/m,2025 14.999 km Automaat Elektrisch,v.a. € 608 p/m,Van Poelgeest Amersfoort
BMW 2 Serie Coupé,220i l Harman Kardon l Panoramadak,€ 41.899 v.a. € 521 p/m,2023 66.995 km Automaat Benzine,v.a. € 521 p/m,Van Poelgeest Amsterdam
BMW iX1,xDrive30 67 kWh,€ 47.900 v.a. € 423 p/m,2024 22.165 km Automaat Elektrisch,v.a. € 423 p/m,Van Poelgeest Amstelveen
BMW i5 Touring,eDrive40 M Sport Edition,€ 98.510 v.a. € 870 p/m,2025 1 km Automaat Elektrisch,v.a. € 870 p/m,Van Poelgeest Amsterdam
BMW 2 Serie Gran Coupé,220 M Sport Design Edition,€ 53.131 v.a. € 545 p/m,2025 0 km Automaat Benzine,v.a. € 545 p/m,Van Poelgeest Amsterdam
BMW 5 Serie Touring,540i xDrive High Executive Edition M Sportpakket,,2020 106.500 km Automaat Benzine,,Van Poelgeest Woerden
BMW 5 Serie Touring,530e M Sport Edition,€ 90.179 v.a. € 861 p/m,2025 1 km Automaat Hybride,v.a. € 861 p/m,Van Poelgeest Woerden
BMW X5,xDrive50e,€ 113.900 v.a. € 1169 p/m,2025 14.600 km Automaat Hybride,v.a. € 1169 p/m,Van Poelgeest Heemstede
BMW iX1,eDrive20,€ 38.900 v.a. € 344 p/m,2025 8.741 km Automaat Elektrisch,v.a. € 344 p/m,Van Poelgeest Hilversum
BMW X3,30e xDrive,€ 77.900 v.a. € 800 p/m,2025 7.906 km Automaat Hybride,v.a. € 800 p/m,Van Poelgeest Amsterdam
BMW 2 Serie Gran Coupé,220 M Sport Design Edition,€ 57.795 v.a. € 593 p/m,2025 1 km Automaat Benzine,v.a. € 593 p/m,Van Poelgeest Amersfoort
BMW 4 Serie Gran Coupé,420i High Executive,€ 63.900 v.a. € 656 p/m,2025 7.128 km Automaat Benzine,v.a. € 656 p/m,Van Poelgeest Hilversum
BMW M5 Sedan,M Drive Professional,€ 137.900 v.a. € 1416 p/m,2024 7.704 km Automaat Hybride,v.a. € 1416 p/m,Van Poelgeest Woerden
BMW i5 Sedan,eDrive40 84 kWh,€ 65.900 v.a. € 582 p/m,2025 9.556 km Automaat Elektrisch,v.a. € 582 p/m,Van Poelgeest Naarden - PS Center
MINI Aceman,E Essential XS,€ 37.690 v.a. € 333 p/m,2025 1 km Automaat Elektrisch,v.a. € 333 p/m,Van Poelgeest Amstelveen
BMW 2 Serie Active Tourer,225xe High Executive,€ 23.900 v.a. € 297 p/m,2020 82.181 km Automaat Hybride,v.a. € 297 p/m,Van Poelgeest Hilversum
BMW i4,eDrive35 M Sport Edition,€ 74.442 v.a. € 658 p/m,2025 1 km Automaat Elektrisch,v.a. € 658 p/m,Van Poelgeest Naarden
BMW X5,xDrive50e,€ 118.900 v.a. € 1221 p/m,2025 18.698 km Automaat Hybride,v.a. € 1221 p/m,Van Poelgeest Heemstede
BMW iX,xDrive40 High Executive,€ 48.900 v.a. € 523 p/m,2023 57.602 km Automaat Elektrisch,v.a. € 523 p/m,Van Poelgeest Hilversum
BMW 2 Serie Gran Coupé,220,€ 57.246 v.a. € 588 p/m,2025 1 km Automaat Benzine,v.a. € 588 p/m,Van Poelgeest Amersfoort
BMW 5 Serie Sedan,530e M Sport Edition,€ 87.106 v.a. € 832 p/m,2025 1 km Automaat Hybride,v.a. € 832 p/m,Van Poelgeest Noordwijk
BMW i4,eDrive35 M Sport Edition,€ 70.739 v.a. € 625 p/m,2025 1 km Automaat Elektrisch,v.a. € 625 p/m,Van Poelgeest Amersfoort
BMW iX3,High Executive Shadow Line,,2022 82.000 km Automaat Elektrisch,,Van Poelgeest Alphen aan den Rijn
BMW X3,xDrive30i,€ 74.900 v.a. € 930 p/m,2023 37.182 km Automaat Benzine,v.a. € 930 p/m,Van Poelgeest Amersfoort
BMW 3 Serie Touring,318i,€ 28.900 v.a. € 359 p/m,2021 98.811 km Automaat Benzine,v.a. € 359 p/m,Van Poelgeest Heemstede
BMW 3 Serie Sedan,330e,€ 73.900 v.a. € 759 p/m,2025 5.100 km Automaat Hybride,v.a. € 759 p/m,Van Poelgeest Noordwijk
BMW iX2,eDrive20,€ 62.593 v.a. € 553 p/m,2025 8.500 km Automaat Elektrisch,v.a. € 553 p/m,Van Poelgeest Amstelveen
BMW X2,sDrive20i,€ 54.900 v.a. € 564 p/m,2024 13.282 km Automaat Benzine,v.a. € 564 p/m,Van Poelgeest Amersfoort
BMW 4 Serie Cabrio,420i,€ 90.057 v.a. € 925 p/m,2025 1 km Automaat Benzine,v.a. € 925 p/m,Van Poelgeest Amsterdam
BMW 2 Serie Coupé,220i,€ 71.841 v.a. € 737 p/m,2025 1 km Automaat Benzine,v.a. € 737 p/m,Van Poelgeest Amstelveen
MINI Cooper 3-deurs,One Essential,€ 17.900 v.a. € 183 p/m,2021 73.950 km Handgeschakeld Benzine,v.a. € 183 p/m,Van Poelgeest Amsterdam
Mini Countryman Electric,SE ALL4 John Cooper Works L,€ 49.800 v.a. € 520 p/m,2025 7 km Automaat Elektrisch,v.a. € 520 p/m,Van Poelgeest Amstelveen
MINI Cooper Cabrio,Cooper C John Cooper Works M,€ 49.900 v.a. € 512 p/m,2025 6.325 km Automaat Benzine,v.a. € 512 p/m,Van Poelgeest Naarden - PS Center
BMW 1 Serie,120,€ 39.900 v.a. € 410 p/m,2024 4.999 km Automaat Benzine,v.a. € 410 p/m,Van Poelgeest Amsterdam
BMW X2,sDrive20i Premium Pack M Sportpakket Pro,€ 47.795 v.a. € 491 p/m,2024 37.787 km Automaat Benzine,v.a. € 491 p/m,Van Poelgeest Gouda
BMW 5 Serie Touring,530e xDrive M-Sport,€ 49.900 v.a. € 512 p/m,2023 33.600 km Automaat Hybride,v.a. € 512 p/m,Van Poelgeest Hilversum
BMW iX2,xDrive30 67 kWh,€ 73.900 v.a. € 653 p/m,2025 1.750 km Automaat Elektrisch,v.a. € 653 p/m,Van Poelgeest Noordwijk
BMW 4 Serie Gran Coupé,420i,€ 88.124 v.a. € 905 p/m,2025 1 km Automaat Benzine,v.a. € 905 p/m,Van Poelgeest Amsterdam
BMW i5 Sedan,eDrive40 M Sport Edition,€ 88.203 v.a. € 779 p/m,2025 1 km Automaat Elektrisch,v.a. € 779 p/m,Van Poelgeest Amstelveen
BMW i4,eDrive40 M Sport Edition,€ 72.999 v.a. € 645 p/m,2025 1 km Automaat Elektrisch,v.a. € 645 p/m,Van Poelgeest Amsterdam
BMW X1,M35i,€ 96.681 v.a. € 993 p/m,2025 1 km Automaat Benzine,v.a. € 993 p/m,Van Poelgeest Amstelveen
BMW iX,M60 112 kWh,€ 78.500 v.a. € 693 p/m,2023 30.030 km Automaat Elektrisch,v.a. € 693 p/m,Van Poelgeest Amersfoort
BMW 5 Serie Sedan,530e M Sportpakket Pro,€ 67.895 v.a. € 697 p/m,2024 15.897 km Automaat Hybride,v.a. € 697 p/m,Van Poelgeest Gouda
BMW 4 Serie Gran Coupé,420i,€ 83.742 v.a. € 860 p/m,2025 1 km Automaat Benzine,v.a. € 860 p/m,Van Poelgeest Gouda
BMW 5 Serie Touring,530e Business Edition Plus,€ 42.900 v.a. € 440 p/m,2022 42.424 km Automaat Hybride,v.a. € 440 p/m,Van Poelgeest Amstelveen
BMW i3,120Ah 42 kWh,€ 22.900 v.a. € 202 p/m,2022 89.904 km Automaat Elektrisch,v.a. € 202 p/m,Van Poelgeest Amstelveen
BMW 3 Serie Touring,330e xDrive Innovation Pack M Sportpakket Pro,€ 58.895 v.a. € 605 p/m,2024 22.710 km Automaat Hybride,v.a. € 605 p/m,Van Poelgeest Gouda
BMW iX1,eDrive20 M Sport Edition Innovation Pack,€ 58.289 v.a. € 515 p/m,2025 6.500 km Automaat Elektrisch,v.a. € 515 p/m,Van Poelgeest Alphen aan den Rijn
BMW 1 Serie,120 M Sport Design Edition,€ 45.900 v.a. € 471 p/m,2025 6.501 km Automaat Benzine,v.a. € 471 p/m,Van Poelgeest Heemstede
BMW 3 Serie Touring,330e xDrive Innovation Pack M Sportpakket,€ 47.995 v.a. € 493 p/m,2023 14.173 km Automaat Hybride,v.a. € 493 p/m,Van Poelgeest Alphen aan den Rijn
BMW X1,sDrive20i,€ 54.900 v.a. € 564 p/m,2025 11.143 km Automaat Benzine,v.a. € 564 p/m,Van Poelgeest Naarden - PS Center
MINI Cooper 3-deurs Electric,E John Cooper Works Pakket M,€ 35.795 v.a. € 368 p/m,2024 5.360 km Automaat Elektrisch,v.a. € 368 p/m,Van Poelgeest Alphen aan den Rijn
BMW 2 Serie Gran Coupé,220 M Sport Design Edition,€ 53.224 v.a. € 546 p/m,2025 4.999 km Automaat Benzine,v.a. € 546 p/m,Van Poelgeest Amsterdam
BMW 3 Serie Touring,330e xDrive Innovation Pack M Sportpakket Pro,€ 58.895 v.a. € 605 p/m,2024 21.140 km Automaat Hybride,v.a. € 605 p/m,Van Poelgeest Gouda
BMW i4,eDrive35 M Sport Edition,€ 69.781 v.a. € 617 p/m,2025 1 km Automaat Elektrisch,v.a. € 617 p/m,Van Poelgeest Naarden
BMW iX3,High Executive Edition Shadow Line,€ 61.895 v.a. € 547 p/m,2025 8.500 km Automaat Elektrisch,v.a. € 547 p/m,Van Poelgeest Gouda
BMW 4 Serie Gran Coupé,420i,€ 63.900 v.a. € 656 p/m,2024 15.312 km Automaat Benzine,v.a. € 656 p/m,Van Poelgeest Amsterdam
MINI Countryman,Cooper S,€ 25.900 v.a. € 322 p/m,2019 100.896 km Automaat Benzine,v.a. € 322 p/m,Van Poelgeest Hilversum
MINI Cooper 3-deurs Electric,E Classic L,€ 46.157 v.a. € 474 p/m,2025 3.250 km Automaat Elektrisch,v.a. € 474 p/m,Van Poelgeest Amstelveen
BMW 2 Serie Active Tourer,225e xDrive Premium Pack M Sportpakket,€ 58.024 v.a. € 596 p/m,2025 9.000 km Automaat Hybride,v.a. € 596 p/m,Van Poelgeest Woerden
BMW X1,xDrive25e High Executive,€ 31.900 v.a. € 327 p/m,2020 71.144 km Automaat Hybride,v.a. € 327 p/m,Van Poelgeest Naarden - PS Center
BMW i4,eDrive40 M Sport Edition,€ 72.412 v.a. € 640 p/m,2025 1 km Automaat Elektrisch,v.a. € 640 p/m,Van Poelgeest Amersfoort
BMW iX,xDrive45 101 kWh,€ 104.446 v.a. € 922 p/m,2025 4.001 km Automaat Elektrisch,v.a. € 922 p/m,Van Poelgeest Heemstede
BMW X2,M35i xDrive,€ 101.782 v.a. € 1045 p/m,2025 1 km Automaat Benzine,v.a. € 1045 p/m,Van Poelgeest Amsterdam
BMW 1 Serie,M135i xDrive Business Edition l Schuifdak,€ 44.900 v.a. € 558 p/m,2022 34.791 km Automaat Benzine,v.a. € 558 p/m,Van Poelgeest Amsterdam
BMW 5 Serie Sedan,530e M Sport Edition,€ 90.931 v.a. € 869 p/m,2025 1 km Automaat Hybride,v.a. € 869 p/m,Van Poelgeest Amsterdam
BMW i4,eDrive40 M Sport Edition,€ 72.412 v.a. € 640 p/m,2025 1 km Automaat Elektrisch,v.a. € 640 p/m,Van Poelgeest Amersfoort
BMW X2,sDrive20i Premium Pack M Sportpakket Pro,€ 54.895 v.a. € 564 p/m,2024 19.421 km Automaat Benzine,v.a. € 564 p/m,Van Poelgeest Alphen aan den Rijn
BMW X5,xDrive50e,€ 99.900 v.a. € 1026 p/m,2024 22.890 km Automaat Hybride,v.a. € 1026 p/m,Van Poelgeest Naarden - PS Center
BMW 2 Serie Active Tourer,225e xDrive,€ 61.273 v.a. € 585 p/m,2025 1 km Automaat Hybride,v.a. € 585 p/m,Van Poelgeest Gouda
BMW 1 Serie,120 Innovation Pack M Sportpakket Pro,€ 57.784 v.a. € 593 p/m,2025 6.500 km Automaat Benzine,v.a. € 593 p/m,Van Poelgeest Woerden
BMW iX2,eDrive20 M Sport Edition,€ 63.176 v.a. € 558 p/m,2025 1 km Automaat Elektrisch,v.a. € 558 p/m,Van Poelgeest Hilversum
BMW X3,M50 xDrive,€ 99.900 v.a. € 1026 p/m,2025 4.000 km Automaat Benzine,v.a. € 1026 p/m,Van Poelgeest Hilversum
BMW 5 Serie Touring,530e,€ 85.900 v.a. € 882 p/m,2024 6.977 km Automaat Hybride,v.a. € 882 p/m,Van Poelgeest Amsterdam
BMW X5,xDrive50e Launch Edition,€ 104.900 v.a. € 1303 p/m,2024 22.471 km Automaat Hybride,v.a. € 1303 p/m,Van Poelgeest Amstelveen
BMW i5 Sedan,eDrive40 M Sport Edition,€ 86.993 v.a. € 769 p/m,2025 1 km Automaat Elektrisch,v.a. € 769 p/m,Van Poelgeest Amersfoort
BMW X1,xDrive30e l M-Sport l Harman Kardon,€ 61.900 v.a. € 636 p/m,2025 15.022 km Automaat Hybride,v.a. € 636 p/m,Van Poelgeest Amsterdam
BMW 4 Serie Gran Coupé,420i,€ 54.900 v.a. € 564 p/m,2024 26.419 km Automaat Benzine,v.a. € 564 p/m,Van Poelgeest Naarden - PS Center
BMW iX2,xDrive30,€ 53.899 v.a. € 476 p/m,2024 4.469 km Automaat Elektrisch,v.a. € 476 p/m,Van Poelgeest Amsterdam
