Geo Point;Geo Shape;Year;Provincie code;Provincie name;Gemeente code;Gemeente name;ISO 3166-3 Area code;Type;Gemeente code (with prefix)
52.0423966974, 4.6407041781;"{""coordinates"": [[[4.666606620484488, 52.01297063581619], [4.66691691510892, 52.013096035968964], [4.667000300606251, 52.013101130251655], [4.66733519651364, 52.01324582517083], [4.668192368779943, 52.01362327492897], [4.669078796704508, 52.01395766245555], [4.669568703521981, 52.01416576606521], [4.670123332823665, 52.01443511357176], [4.670456844562199, 52.01464028322176], [4.670472726542367, 52.01463094206196], [4.673328569686811, 52.016482204035064], [4.673965932152135, 52.0168745470466], [4.675019495421304, 52.01742400597867], [4.675574927410771, 52.01767490594048], [4.676442097304773, 52.01802871559347], [4.67711545552661, 52.01826710710613], [4.677903920794269, 52.01850492990231], [4.678629822412755, 52.01871972002189], [4.679527907616517, 52.018926821976], [4.680528257375152, 52.01910720612398], [4.681823172568007, 52.01930750357151], [4.681599017119974, 52.019859037916284], [4.681465029008808, 52.02004114910317], [4.681303627428084, 52.02020619755194], [4.681129466333898, 52.02034878810103], [4.680941554018325, 52.02048563320127], [4.680533910586744, 52.02074430063991], [4.680089525579277, 52.0209766796031], [4.679912698698573, 52.02105696262338], [4.679549029967482, 52.02120578273451], [4.679298434092991, 52.0212982052051], [4.679039529764522, 52.02138158875379], [4.678774377931911, 52.02145459746404], [4.678503351828119, 52.021521278327924], [4.678091088864544, 52.02161002846253], [4.677597115109068, 52.02168794802674], [4.675193957406211, 52.022031178518034], [4.674863516568731, 52.022168769877226], [4.674426798833927, 52.022337715739035], [4.673876026475659, 52.0225413834046], [4.673647960785384, 52.02259932498962], [4.672750764589138, 52.022699048572115], [4.671098171033554, 52.02279534175923], [4.67038069550501, 52.02283519876996], [4.669897346294286, 52.02299404661256], [4.669207297436188, 52.0233224121976], [4.668530365705052, 52.023740738062806], [4.668234808426775, 52.02399959789893], [4.667879096340941, 52.024374938998776], [4.667730231797131, 52.0245717747307], [4.667580932907333, 52.024795572887015], [4.667279063377084, 52.02507833691273], [4.676135922129716, 52.02741823552529], [4.679081696602143, 52.02819101446226], [4.679185818712411, 52.02805681447142], [4.679578930017113, 52.028077154412415], [4.67992875670773, 52.02807026782683], [4.680235298164414, 52.02803615509936], [4.680541438110045, 52.027981275945024], [4.681187231569092, 52.02830603601335], [4.681358675616577, 52.02840261062021], [4.681654344163545, 52.02855008469423], [4.681947800782767, 52.028708600504245], [4.683317549100795, 52.0293856237209], [4.683580491408283, 52.02952076290358], [4.686507872819609, 52.03048020344658], [4.686667190293075, 52.03035639239423], [4.687066502360375, 52.0305595681403], [4.68797328254328, 52.03101149977987], [4.688585324943971, 52.03132010882977], [4.689921933631608, 52.0319843637069], [4.690460206220905, 52.03225917907113], [4.690760743073172, 52.03240638911177], [4.69120474155143, 52.03263408354353], [4.692105414238129, 52.033090530850075], [4.692562463656867, 52.03331389280658], [4.692987431886935, 52.03352942370919], [4.693202740073477, 52.033629025785736], [4.693279531003697, 52.0336767572475], [4.693358720766187, 52.03362607993411], [4.693983161930116, 52.033957474175565], [4.694238541205966, 52.034048321827726], [4.695546049730919, 52.03471072274674], [4.695473957962037, 52.034783105224186], [4.700991958099028, 52.03756457438124], [4.701315718246047, 52.03758938081205], [4.701464639746134, 52.03761047190514], [4.701532793204111, 52.037642687588054], [4.701521054996603, 52.03774301941236], [4.702322905411613, 52.03815611715156], [4.70289964208753, 52.038441614852914], [4.70425203147351, 52.039121436053534], [4.704260672672741, 52.03920471849341], [4.7056525949462, 52.03990434724019], [4.706039357322911, 52.040119699083725], [4.704057264872072, 52.0404658656897], [4.703852485990413, 52.04036121253355], [4.703738392905381, 52.040319860114764], [4.703499995267322, 52.04030555109967], [4.703438451690533, 52.0402696447926], [4.702683826405084, 52.04044080403188], [4.701755531073454, 52.040627863917415], [4.700324829476727, 52.04090446879278], [4.69848822091405, 52.041238644816616], [4.696895123221064, 52.04148936957128], [4.695593948259253, 52.04170624743118], [4.694429229744626, 52.04190752789298], [4.692987072643895, 52.042152094745695], [4.691735498519108, 52.04236285868806], [4.689856605950363, 52.0426832401487], [4.688158128415122, 52.04296529358877], [4.687282137404436, 52.04310375227126], [4.687264167646056, 52.04322106968785], [4.687223199565788, 52.043277542892284], [4.687096543264532, 52.043369909692764], [4.687144225659969, 52.0434368869103], [4.687062830590425, 52.04356831654764], [4.687059489760767, 52.04383607851664], [4.686765501632279, 52.043858778888854], [4.686420707204013, 52.04387255638114], [4.684658045476443, 52.0439181876744], [4.684420632037723, 52.04392575963783], [4.682788646546811, 52.04396674961222], [4.681129199907423, 52.04401113871887], [4.68062228444713, 52.04402645295357], [4.680448045421406, 52.04402109308716], [4.680212338920597, 52.04399524799559], [4.679775474717324, 52.04393333738779], [4.6795610818835, 52.04392307004353], [4.677311552585, 52.04397106715724], [4.67743670988996, 52.04451177189396], [4.677993132048671, 52.04630896284001], [4.678294407894282, 52.047291310327076], [4.678435213111071, 52.04774180154468], [4.679195290415771, 52.05013730886136], [4.679442557446293, 52.05092882831455], [4.679804111233772, 52.0520724700045], [4.669001474265952, 52.05234154810183], [4.669044193811906, 52.05283134288545], [4.669103803216792, 52.05296902182142], [4.669124745355471, 52.0530850187294], [4.669198254605418, 52.05318513000966], [4.669249989808852, 52.0533629389312], [4.66938012420243, 52.05389248256429], [4.669455645804065, 52.05433553961904], [4.669529503873189, 52.05473511864845], [4.669602330450594, 52.05497718794471], [4.669642515177888, 52.05521634386027], [4.66969997803182, 52.05550463659954], [4.666964724561734, 52.05762737657946], [4.664322195289072, 52.057698926108024], [4.664024157841762, 52.05770504257522], [4.663925895735269, 52.058012713790454], [4.663621490934559, 52.058623681163866], [4.663220995588197, 52.05925376874621], [4.662949074946003, 52.05965300597997], [4.663497097406596, 52.05963459504861], [4.663540821701879, 52.06010131552274], [4.663424569440673, 52.06018364496902], [4.662712110902416, 52.060590465920576], [4.661896593295592, 52.06116421845822], [4.661625400635502, 52.06144693177655], [4.660735026633008, 52.06249345331514], [4.66054809142882, 52.06268824705848], [4.660367357489581, 52.063038074327075], [4.660226207401754, 52.063356875016574], [4.660067159090943, 52.063735975936], [4.659967797672379, 52.064104308482094], [4.65992696152655, 52.06410537769377], [4.659147304361731, 52.06401768037864], [4.659151154615649, 52.064006010295074], [4.658807787371322, 52.06396588502597], [4.657238751057538, 52.06391699344871], [4.65382303726828, 52.063817437538546], [4.653833633059666, 52.06388278610627], [4.653662720772537, 52.06389234633968], [4.65365942915214, 52.063870735754016], [4.652292782725544, 52.063957126915014], [4.648569015693639, 52.06418200865645], [4.647311555810092, 52.064254806973864], [4.646454444082567, 52.06430773765586], [4.644315578734033, 52.06444664129101], [4.642292398586629, 52.064564045319095], [4.641244210813745, 52.06463214264715], [4.639338988203019, 52.06474732159841], [4.638348408985856, 52.06480508964776], [4.638225188700446, 52.06482359545376], [4.638160772394555, 52.065014449937856], [4.638119727090783, 52.0651847617026], [4.638058995101153, 52.06530008312193], [4.637927687481499, 52.06572140593473], [4.637908303144282, 52.06593059533899], [4.637861709047757, 52.06621966229124], [4.637763990134222, 52.06694456568638], [4.637708311266375, 52.06741804348291], [4.637656389591425, 52.067690645632176], [4.637596347416009, 52.06829735742572], [4.637544368566846, 52.068691670899746], [4.637421416233082, 52.06940729899917], [4.637360481644556, 52.069921577274556], [4.637306565622737, 52.07019364516663], [4.637268322894312, 52.07058178094131], [4.637323062946891, 52.07062438374335], [4.637265324925752, 52.070678854403766], [4.637216099275319, 52.07093118662258], [4.637205144715034, 52.07107046383219], [4.637117138762906, 52.07183678361708], [4.636999395290945, 52.07273058491983], [4.636907255056177, 52.07338900848112], [4.636850962542489, 52.07373712959121], [4.635653507578755, 52.07378166657907], [4.635646564763761, 52.07386066613435], [4.630890833069642, 52.074012700891764], [4.630872253571655, 52.07425667026271], [4.625307247182927, 52.07444722677168], [4.625302329171391, 52.07541614347263], [4.625320443837943, 52.07644333685967], [4.616509715043897, 52.0767337918653], [4.606906880315559, 52.0770497153426], [4.60693531359909, 52.076342848730214], [4.607072061706817, 52.07330416241571], [4.607126370119601, 52.07223310347513], [4.607201363896338, 52.070654677519194], [4.607268015411264, 52.069178834640695], [4.607315675621869, 52.06830036171014], [4.607369180753204, 52.06696501909192], [4.607398143946962, 52.0663557960191], [4.607427177948932, 52.06552651885582], [4.6075627045564, 52.065538318745794], [4.60780895191157, 52.06553589427299], [4.607929885651139, 52.0655155534839], [4.608074293521732, 52.06544109573596], [4.608236343594462, 52.06470578200394], [4.608421642657615, 52.06313861738753], [4.608405993351589, 52.0629442831102], [4.608232309894069, 52.06205275954829], [4.608064102599068, 52.06068537059245], [4.607862616614646, 52.05916378912294], [4.60770116479096, 52.057989982514016], [4.607475646255366, 52.05690692104448], [4.6068384577856, 52.055274833348435], [4.606304656230352, 52.053939605032944], [4.606152091680999, 52.0535183211295], [4.605870439896222, 52.052374436076846], [4.605686458135752, 52.051538503986954], [4.605513101427508, 52.05054531727389], [4.605529169327436, 52.05043832661266], [4.605691490319987, 52.050343182451684], [4.607648909527977, 52.04927348696633], [4.607764861641511, 52.04922106972934], [4.608046910061394, 52.04911653068494], [4.608232514347802, 52.04908440223494], [4.609683128727375, 52.04892024951241], [4.609699581689551, 52.04894326965846], [4.609965814619144, 52.04883824412603], [4.610054171409729, 52.04881910651202], [4.610280910859816, 52.048808962326376], [4.610380571713508, 52.04878359813513], [4.61055567982995, 52.04877396678309], [4.610947475625086, 52.048710853086796], [4.610863767237055, 52.04836692496508], [4.610355756336914, 52.046720119611685], [4.610295897763436, 52.0465698604594], [4.610231862603749, 52.04649398005804], [4.609984312728566, 52.04636080984499], [4.609797060991664, 52.04629291571549], [4.609656351520373, 52.04627397402038], [4.606272781953294, 52.0459490994951], [4.607334624390788, 52.04531199619914], [4.60321066966828, 52.04271137517281], [4.599218707534353, 52.04020185971292], [4.591089494945603, 52.03508737603761], [4.594300406393541, 52.03315428943431], [4.60096608032651, 52.02911251014131], [4.608278554670559, 52.02467976467611], [4.608356443281581, 52.02464991687214], [4.615129570061951, 52.02054035175842], [4.624735766251543, 52.01472205277042], [4.625316430927086, 52.014574841871344], [4.625569315553691, 52.01473361475784], [4.626185366749792, 52.014358743777684], [4.63278392703234, 52.01268838274136], [4.636802631219722, 52.01167990103758], [4.64344869499309, 52.015863880676775], [4.643858165994291, 52.01611400897389], [4.644201558233351, 52.01633184572996], [4.644703653661632, 52.01664392873859], [4.645103880978302, 52.01689800315992], [4.6463293615345, 52.01766958730731], [4.646677164276945, 52.01787939079015], [4.648425321048463, 52.01898651521836], [4.648491231362984, 52.01944069254551], [4.648577430037395, 52.01943922895423], [4.648628036052496, 52.02057107485351], [4.649292910876478, 52.02058727050243], [4.653052370332063, 52.02134420334778], [4.655184869501937, 52.021015920962235], [4.655558790917629, 52.021314863703296], [4.655976861406739, 52.02158711412082], [4.65636653365238, 52.02181424456213], [4.656843472429016, 52.022050903505615], [4.65735013831305, 52.02225179103199], [4.658335370304309, 52.02259046647885], [4.658726962713188, 52.022700751243], [4.660335453606528, 52.02324100995901], [4.661770613355042, 52.023690294366325], [4.662800343550309, 52.02398426411125], [4.663462908790029, 52.02355689423182], [4.663200051505809, 52.022452101337784], [4.663517282449187, 52.02214787880771], [4.663771252990172, 52.022007593207015], [4.664040527592965, 52.02191558803497], [4.664328388950293, 52.021864404967324], [4.664653727733507, 52.02185446540686], [4.665017243378988, 52.02190480183293], [4.666315400481213, 52.02228297286599], [4.667342736963216, 52.022698555618945], [4.667414543407212, 52.02256664905361], [4.667539890591621, 52.02230064781514], [4.667635867220579, 52.022018108002804], [4.667695146774561, 52.021802415485034], [4.667779605574528, 52.0214385677531], [4.667786643050495, 52.02126792951661], [4.667829400973526, 52.02094322318298], [4.667792214279566, 52.020843763720116], [4.66773193772383, 52.02040115574109], [4.667676931105556, 52.02021656578588], [4.667665567497337, 52.020095871623866], [4.667576992841522, 52.01984879562449], [4.667495703674551, 52.01967791405711], [4.667380635722425, 52.01938514054091], [4.667303353204558, 52.01924517655386], [4.667217554989491, 52.01913473236941], [4.666955391067444, 52.01876672440808], [4.666832746210844, 52.01863934500717], [4.666574377855657, 52.018406221802664], [4.666400565308738, 52.01823479999987], [4.666135191190367, 52.01799280626317], [4.665334733513144, 52.01728289304073], [4.665124711191657, 52.01706823759122], [4.664934461234303, 52.01685799953181], [4.664842690692229, 52.01671201257047], [4.664716772510243, 52.01648476724403], [4.664643750936544, 52.016298195535335], [4.664551512962474, 52.01600786015116], [4.664516519126327, 52.01578575678017], [4.664506513522, 52.015621188977946], [4.664519463845932, 52.015439612156044], [4.664574872372171, 52.01512828719393], [4.664664675992307, 52.01480957807413], [4.664792184804289, 52.01452389907627], [4.664887037718129, 52.01435902193286], [4.665018657677627, 52.014166092643656], [4.66522508239663, 52.01391592521523], [4.665379763604652, 52.01379597926414], [4.665552118577279, 52.01361239544607], [4.66582658919215, 52.01336342607819], [4.666028168926207, 52.01323913761511], [4.666606620484488, 52.01297063581619]]], ""type"": ""Polygon""}";2021;28;Zuid-Holland;0627;Waddinxveen;NLD;Gemeente;GM0627
50.9429413891, 5.97800113319;"{""coordinates"": [[[6.011696409324338, 50.92643948277691], [6.016137172259151, 50.93081133277083], [6.017867429437839, 50.93409675150971], [6.018201744089732, 50.9347013914212], [6.017781494132822, 50.93648224847659], [6.017168945404872, 50.939061925854574], [6.017110328574323, 50.93937488284121], [6.016462808835016, 50.942045805328924], [6.015760308852292, 50.94501078359547], [6.015078655432236, 50.94788287767192], [6.016852930023931, 50.952642634147004], [6.016486563913178, 50.95268013265878], [6.013197565612387, 50.95388379354528], [6.0128520269215, 50.95396791077831], [6.012220814727556, 50.95416431415589], [6.012231971674698, 50.95417899591013], [6.011800982260429, 50.95430096556121], [6.011534230188398, 50.95446555491114], [6.011224550628027, 50.95458147477902], [6.010611345598712, 50.9547951210706], [6.010422031240572, 50.95488764841643], [6.009511676395035, 50.95521884622147], [6.009383955680052, 50.955214319006316], [6.007335738275853, 50.955937417010375], [6.005198492363044, 50.95677655245242], [6.006053604939856, 50.957535394818905], [6.005922601943438, 50.957549785196214], [6.003464390484826, 50.95778726069689], [6.003458757837095, 50.95778325461136], [6.002401173015938, 50.95788046767633], [6.00171787393351, 50.95789200653484], [6.000792857670218, 50.95788936147089], [6.000126871658006, 50.957864933055724], [5.999893976276149, 50.95779686044514], [5.999249666061825, 50.95782917674019], [5.9992422617996, 50.957775227911085], [5.998817200884893, 50.95787707218056], [5.996249357375834, 50.95829897830765], [5.99498625236285, 50.9584545632674], [5.993381928877901, 50.95876264889444], [5.989172478223088, 50.95936495793132], [5.983833689977489, 50.960140025762385], [5.980123538640576, 50.960679645423745], [5.97803863839861, 50.95988155424806], [5.977895442075664, 50.9599887324871], [5.977423138793359, 50.95973814583399], [5.977093899672626, 50.959579073525376], [5.976855959561447, 50.95933348377351], [5.976218112507903, 50.95910650429161], [5.975992301906563, 50.958999029837074], [5.975447517284151, 50.958710492685334], [5.975099072879916, 50.95857449717241], [5.97472852858265, 50.958393874564], [5.974401197054215, 50.958357601540385], [5.974109125792376, 50.95833629531231], [5.97402255923621, 50.95834055440013], [5.973957259851763, 50.95937461899327], [5.972300626925761, 50.959274604006936], [5.970620622146386, 50.960185665405604], [5.969083882054974, 50.961035576369504], [5.969356826107393, 50.96122417763014], [5.969464615812758, 50.96130983103008], [5.969661775788654, 50.961544162079086], [5.970153876331095, 50.96192953340581], [5.970204014367829, 50.96195709289746], [5.970680216549242, 50.962142438238224], [5.970571594508026, 50.96218953949882], [5.969990255769448, 50.96250232621983], [5.969804404294051, 50.96252960818959], [5.968559713740579, 50.962495117031274], [5.965861675659477, 50.96241768112952], [5.965815189258256, 50.96225197680169], [5.965521114445684, 50.961160772124636], [5.965457251980595, 50.961049681618746], [5.965356964433409, 50.96092481307088], [5.965207401547287, 50.9607715605157], [5.964671869399135, 50.96029948848344], [5.964395072174806, 50.96004773888805], [5.964280820982961, 50.95995429260309], [5.962755248271599, 50.9587395553173], [5.962471638015687, 50.95858141035183], [5.959909165244157, 50.95735848842519], [5.959441306659467, 50.95712341175829], [5.959431782432308, 50.957089876006386], [5.959185243123142, 50.95695952253676], [5.959116499753594, 50.95696402401733], [5.959044674577126, 50.95691043592264], [5.958869260239485, 50.95685056362912], [5.958387847447388, 50.95667406791117], [5.958137812363017, 50.956463134302346], [5.957904841822416, 50.95621863210819], [5.957845493371021, 50.95617711689773], [5.957589056410836, 50.95593370054476], [5.957428819924915, 50.955817417395544], [5.957154436768999, 50.95565902532339], [5.956859596320432, 50.95550921885745], [5.956174045242899, 50.955172932418364], [5.955851195411228, 50.95500516624189], [5.955636941027558, 50.95488409413387], [5.955250843199596, 50.954655619642814], [5.955005312563564, 50.95448605149161], [5.954200668969895, 50.9539952506911], [5.953962120473292, 50.953844352216], [5.953730684473412, 50.95370699180305], [5.953431593422214, 50.953506868224906], [5.953232376154459, 50.95336337158158], [5.952765332195806, 50.95301554249208], [5.952499330450804, 50.95278464743462], [5.952673340351413, 50.95247018135682], [5.95208120281331, 50.95231989090743], [5.94964142401865, 50.95163106995961], [5.949336770693789, 50.951547810575725], [5.949483649719846, 50.95137514727334], [5.949598170477254, 50.951207414119864], [5.949599498750771, 50.95113768021537], [5.949537050038495, 50.951103358044996], [5.948558466450427, 50.950812325081635], [5.948279487328092, 50.950746242216496], [5.948049718288537, 50.95068020794281], [5.947520072639231, 50.95051791487126], [5.946987766944702, 50.95034835118666], [5.946114158066996, 50.95007688038665], [5.945556087282477, 50.94989163193483], [5.945349099474853, 50.94980479883754], [5.944904170073181, 50.94963419308707], [5.943800087237165, 50.949154641697085], [5.943254800233095, 50.94932988621342], [5.942642717752692, 50.949505493588276], [5.942063780800861, 50.94869372561508], [5.941803673043493, 50.94843044469971], [5.941520036781479, 50.94822325915391], [5.940863342966917, 50.94789703702133], [5.939771708396326, 50.94760061902981], [5.938159645001906, 50.947069944479615], [5.938128232710401, 50.94710146545976], [5.937797877620502, 50.94698616265867], [5.93658617768341, 50.94660251753757], [5.93643574297977, 50.946544695242416], [5.936220273162117, 50.94644184986969], [5.936029154800699, 50.94632501868354], [5.935693804829683, 50.94601819679244], [5.934632896095509, 50.9448955084727], [5.932952642854787, 50.94313458565454], [5.931592033027592, 50.94172452123724], [5.9314006500118, 50.94155719278214], [5.932342472338507, 50.94065035950129], [5.933726414385529, 50.938980507350244], [5.933860374178359, 50.9388013630104], [5.933839240060693, 50.93876585754909], [5.934416214581412, 50.93863578469821], [5.933917534096111, 50.93846682058433], [5.933171479797945, 50.93818897858093], [5.932697002437057, 50.93801713546548], [5.931348042240868, 50.93760708043899], [5.931169078621844, 50.93754335394809], [5.930091905446111, 50.93717658299875], [5.929695985824794, 50.93703929924536], [5.929221325370082, 50.936816978822606], [5.928703739772536, 50.93669337626146], [5.928470064917932, 50.936612211303114], [5.928646199228917, 50.93635616405882], [5.928697751999159, 50.93624428903738], [5.928725821659964, 50.93625052189546], [5.928900950775216, 50.93600726125524], [5.9289640289329, 50.93589325572267], [5.930134980768313, 50.934240093084355], [5.93038852153005, 50.9340091816778], [5.930582311578896, 50.93386033177623], [5.930564229650041, 50.93384929732545], [5.930713268340679, 50.93375143590514], [5.930735032042756, 50.933764673315146], [5.931201742942316, 50.93345749429561], [5.932194774320494, 50.9328103458095], [5.932216794252335, 50.93279223723658], [5.933309014208666, 50.93208127577848], [5.933296452578841, 50.93207274160482], [5.933616957807733, 50.93185939509154], [5.934039612844972, 50.93158888970013], [5.934300783493852, 50.93140457728521], [5.93455180571079, 50.93125713104832], [5.934942283284094, 50.93099937702185], [5.935609255748641, 50.93056850584704], [5.936096150928911, 50.930257193192624], [5.936725081747403, 50.92988617364888], [5.937819194974846, 50.92913434136053], [5.938123674841663, 50.92888784427525], [5.938141666843046, 50.92889611836107], [5.93871153533552, 50.92850723833255], [5.938755447497201, 50.928540953407726], [5.938968786788627, 50.928418225940554], [5.939391939041896, 50.92819695796093], [5.939626525852056, 50.928081453895686], [5.940087695629858, 50.92787246956804], [5.940623998714712, 50.9276417483756], [5.941175352583539, 50.92741050319038], [5.941451118519402, 50.927303068126], [5.941859394931435, 50.92708613205817], [5.943104406772603, 50.927390502413324], [5.942926420747626, 50.92766170032108], [5.943637802421642, 50.92785102356469], [5.944176386892616, 50.92799762265801], [5.944210439249124, 50.92794699472055], [5.945263803680436, 50.928230456974894], [5.945485144126796, 50.92837015666667], [5.945458255700018, 50.92862639999391], [5.945583585376903, 50.928652762276705], [5.945586723637403, 50.92883012640621], [5.945634332189801, 50.92912815059871], [5.945679919045368, 50.92928587575442], [5.945722668868909, 50.92939006731187], [5.945782339276901, 50.929489053479166], [5.945921488676908, 50.92965357204346], [5.946012960127848, 50.92974159983031], [5.946312391525616, 50.92990060673444], [5.946878369716603, 50.93014540032964], [5.947295508818218, 50.93032063581885], [5.952279477649466, 50.93247819409151], [5.952799521534597, 50.93263044399606], [5.953335372257124, 50.932704850664976], [5.954237638880674, 50.932958588087494], [5.954050058927868, 50.93339039331224], [5.954113417725672, 50.93354813609418], [5.954564109434959, 50.933724035200925], [5.954900091790532, 50.933794506273394], [5.954893688441224, 50.93383834993475], [5.9555719073556, 50.933890681148675], [5.956812582271526, 50.93397783360319], [5.958152258729659, 50.93408019718207], [5.959337654153616, 50.934166534587824], [5.959893007756258, 50.93419844954991], [5.960598538585872, 50.934222300937044], [5.961114073488652, 50.93420696348276], [5.961266548903584, 50.93418930805668], [5.96305655237949, 50.93391432439833], [5.9634559402721, 50.93384928794101], [5.96365058116373, 50.9338239675658], [5.963919343117606, 50.93381068235003], [5.964019896758285, 50.933556161716936], [5.964101569483186, 50.93343700125959], [5.964196901540188, 50.93335801630875], [5.964447697323557, 50.933247019326934], [5.965234570982031, 50.932971876735834], [5.965418306221999, 50.93288478163467], [5.965580558725334, 50.932781577475104], [5.965719398060189, 50.93267055284705], [5.965832906254247, 50.93255984346166], [5.966061429331998, 50.932412288254916], [5.966404652490519, 50.932207438185614], [5.966588258288812, 50.932150149317614], [5.966823459730032, 50.93208857471575], [5.967133569695649, 50.93201809377495], [5.967623858351674, 50.93187140786926], [5.96818897044347, 50.931690060327874], [5.968775298156506, 50.93158987279392], [5.969058866471292, 50.93155615014175], [5.969528567285126, 50.93140315947746], [5.969775951259311, 50.9313291577049], [5.970511062724196, 50.931167311989775], [5.971004958528243, 50.93106225745669], [5.971213806341312, 50.930991772898004], [5.971755739597286, 50.93073418138221], [5.972067263776883, 50.930562059564416], [5.972503467398418, 50.93029837388052], [5.972743143218044, 50.93013885654966], [5.973189239396587, 50.92986847534722], [5.973632459596673, 50.92963079991916], [5.973597211055421, 50.9295432190586], [5.974259210560617, 50.92909783867442], [5.974636959662496, 50.92884779000201], [5.97472004440969, 50.928786566761055], [5.975099378339718, 50.92887847650023], [5.975334339662355, 50.9289500126141], [5.975480329349413, 50.92900344726158], [5.976742921219865, 50.928912526172695], [5.97771718748386, 50.928838910368334], [5.980093981834117, 50.92866813012685], [5.983412880197599, 50.92843943450098], [5.98866637864848, 50.928048350167586], [5.993533614210454, 50.92771923274512], [5.997098670412149, 50.927465608832], [6.00233759855812, 50.92708213309057], [6.003686994816142, 50.92698721132206], [6.004528613082855, 50.92692479098826], [6.005360738064353, 50.92686630747382], [6.007473535110131, 50.926720698409426], [6.008557111295236, 50.926648061586604], [6.011696409324338, 50.92643948277691]]], ""type"": ""Polygon""}";2021;31;Limburg;0899;Brunssum;NLD;Gemeente;GM0899
